Jurisdiction,Category,Type,Management,Fate,y,ds,Sub_stream_name,Sub_stream_index
WA,Hazardous wastes,Alkalis (C),Treatment,Recycling,536,2013-12-31,Total,9
WA,Hazardous wastes,Asbestos (N220),Landfill,Disposal,14064,2013-12-31,C&D,2
WA,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Asbestos (N220),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Asbestos (N220),Landfill,Disposal,11981,2013-12-31,C&I core,3
WA,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Asbestos (N220),Treatment,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Asbestos (N220),Landfill,Disposal,26045,2013-12-31,Total,9
WA,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Asbestos (N220),Treatment,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,317,2013-12-31,C&I core,3
WA,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,2845,2013-12-31,C&I core,3
WA,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,13,2013-12-31,C&I core,3
WA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,317,2013-12-31,Total,9
WA,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,2845,2013-12-31,Total,9
WA,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,13,2013-12-31,Total,9
WA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,366,2013-12-31,C&D,2
WA,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,625,2013-12-31,C&D,2
WA,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,347,2013-12-31,C&D,2
WA,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,1389,2013-12-31,C&D,2
WA,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,142,2013-12-31,C&I core,3
WA,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,243,2013-12-31,C&I core,3
WA,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,135,2013-12-31,C&I core,3
WA,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,540,2013-12-31,C&I core,3
WA,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,509,2013-12-31,Total,9
WA,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,868,2013-12-31,Total,9
WA,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,482,2013-12-31,Total,9
WA,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,1928,2013-12-31,Total,9
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,2046,2013-12-31,C&I core,3
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,68774,2013-12-31,C&I core,3
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,92,2013-12-31,C&I core,3
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,92,2013-12-31,C&I core,3
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,2046,2013-12-31,Total,9
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,68774,2013-12-31,Total,9
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,92,2013-12-31,Total,9
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,92,2013-12-31,Total,9
WA,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,31,2013-12-31,C&I core,3
WA,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,18509,2013-12-31,C&I core,3
WA,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,205,2013-12-31,C&I core,3
WA,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,1845,2013-12-31,C&I core,3
WA,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,31,2013-12-31,Total,9
WA,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,18509,2013-12-31,Total,9
WA,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,205,2013-12-31,Total,9
WA,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,1845,2013-12-31,Total,9
WA,Hazardous wastes,Oils (J),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Oils (J),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Oils (J),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Oils (J),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Oils (J),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Oils (J),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Oils (J),Landfill,Disposal,361,2013-12-31,C&I core,3
WA,Hazardous wastes,Oils (J),Other disposal,Disposal,4,2013-12-31,C&I core,3
WA,Hazardous wastes,Oils (J),Recycling,Recycling,126340,2013-12-31,C&I core,3
WA,Hazardous wastes,Oils (J),Treatment,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Oils (J),Treatment,Energy recovery,10701,2013-12-31,C&I core,3
WA,Hazardous wastes,Oils (J),Treatment,Recycling,42803,2013-12-31,C&I core,3
WA,Hazardous wastes,Oils (J),Landfill,Disposal,361,2013-12-31,Total,9
WA,Hazardous wastes,Oils (J),Other disposal,Disposal,4,2013-12-31,Total,9
WA,Hazardous wastes,Oils (J),Recycling,Recycling,126340,2013-12-31,Total,9
WA,Hazardous wastes,Oils (J),Treatment,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Oils (J),Treatment,Energy recovery,10701,2013-12-31,Total,9
WA,Hazardous wastes,Oils (J),Treatment,Recycling,42803,2013-12-31,Total,9
WA,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,66,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,256,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,14,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,14,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,66,2013-12-31,Total,9
WA,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,256,2013-12-31,Total,9
WA,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,14,2013-12-31,Total,9
WA,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,14,2013-12-31,Total,9
WA,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic solvents (G),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic solvents (G),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,2,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic solvents (G),Recycling,Recycling,1985,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic solvents (G),Treatment,Disposal,5500,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,611,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,2,2013-12-31,Total,9
WA,Hazardous wastes,Organic solvents (G),Recycling,Recycling,1985,2013-12-31,Total,9
WA,Hazardous wastes,Organic solvents (G),Treatment,Disposal,5500,2013-12-31,Total,9
WA,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,611,2013-12-31,Total,9
WA,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Other,Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other,Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other,Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other,Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other,Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other,Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other,Landfill,Disposal,45086,2013-12-31,C&I core,3
WA,Hazardous wastes,Other,Other disposal,Disposal,1365,2013-12-31,C&I core,3
WA,Hazardous wastes,Other,Recycling,Recycling,36986,2013-12-31,C&I core,3
WA,Hazardous wastes,Other,Treatment,Disposal,15022,2013-12-31,C&I core,3
WA,Hazardous wastes,Other,Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Other,Treatment,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Other,Landfill,Disposal,45086,2013-12-31,Total,9
WA,Hazardous wastes,Other,Other disposal,Disposal,1365,2013-12-31,Total,9
WA,Hazardous wastes,Other,Recycling,Recycling,36986,2013-12-31,Total,9
WA,Hazardous wastes,Other,Treatment,Disposal,15022,2013-12-31,Total,9
WA,Hazardous wastes,Other,Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,Other,Treatment,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,54,2013-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,470,2013-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,54,2013-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,470,2013-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,1585,2013-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,20434,2013-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,8758,2013-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,1585,2013-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,20434,2013-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,8758,2013-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,3934,2013-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,49,2013-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,97,2013-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,32,2013-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,32,2013-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,3934,2013-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,49,2013-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,97,2013-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,32,2013-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,32,2013-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Treatment,Disposal,1028,2013-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Treatment,Disposal,1028,2013-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,1554,2013-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2013-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,1554,2013-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2013-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2013-12-31,Total,9
WA,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2013-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2013-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2013-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2013-12-31,C&I core,3
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2013-12-31,C&I core,3
