y,Jurisdiction_encoded,Sub-stream,Category_encoded,Type_encoded,Management_encoded,Fate_encoded,ds_encoded
4736,1,9,9,26,6,4,14
8147,1,9,9,26,7,5,14
0,1,6,9,31,0,3,14
0,1,6,9,31,1,1,14
5533,1,6,9,31,2,0,14
7770,1,6,9,31,3,0,14
8369,1,6,9,31,4,3,14
0,1,6,9,31,6,4,14
8390,1,6,9,31,7,5,14
0,1,9,9,31,0,3,14
0,1,9,9,31,1,1,14
5533,1,9,9,31,2,0,14
7770,1,9,9,31,3,0,14
8369,1,9,9,31,4,3,14
0,1,9,9,31,6,4,14
8390,1,9,9,31,7,5,14
8418,1,6,9,71,6,4,14
8418,1,9,9,71,6,4,14
8351,1,6,9,72,6,4,14
8351,1,9,9,72,6,4,14
8296,2,4,0,4,3,2,14
8344,2,4,0,4,4,3,14
8365,2,4,0,4,7,5,14
8296,2,9,0,4,3,2,14
8344,2,9,0,4,4,3,14
8365,2,9,0,4,7,5,14
0,2,3,1,7,3,0,14
7786,2,3,1,7,4,3,14
0,2,9,1,7,3,0,14
7786,2,9,1,7,4,3,14
7980,2,2,2,5,4,3,14
0,2,3,2,5,4,3,14
0,2,1,2,5,4,3,14
7980,2,9,2,5,4,3,14
8347,2,2,2,8,4,3,14
670,2,3,2,8,4,3,14
167,2,1,2,8,4,3,14
8348,2,9,2,8,4,3,14
0,2,2,2,12,4,3,14
0,2,3,2,12,4,3,14
0,2,1,2,12,4,3,14
0,2,9,2,12,4,3,14
4868,2,2,2,54,4,3,14
1,2,3,2,54,4,3,14
0,2,1,2,54,4,3,14
4869,2,9,2,54,4,3,14
8392,2,2,2,68,4,3,14
0,2,3,2,68,4,3,14
0,2,1,2,68,4,3,14
8392,2,9,2,68,4,3,14
7674,2,2,2,70,2,0,14
0,2,2,2,70,4,3,14
5445,2,3,2,70,2,0,14
0,2,3,2,70,4,3,14
5501,2,1,2,70,2,0,14
0,2,1,2,70,4,3,14
7839,2,9,2,70,2,0,14
0,2,9,2,70,4,3,14
1031,2,2,3,23,4,3,14
6317,2,3,3,23,4,3,14
7442,2,1,3,23,4,3,14
7683,2,9,3,23,4,3,14
0,2,2,3,44,4,3,14
0,2,3,3,44,4,3,14
0,2,1,3,44,4,3,14
0,2,9,3,44,4,3,14
0,2,2,4,0,1,1,14
0,2,2,4,0,2,0,14
0,2,2,4,0,3,0,14
0,2,2,4,0,4,3,14
0,2,2,4,0,5,0,14
0,2,2,4,0,5,1,14
0,2,2,4,0,5,3,14
0,2,3,4,0,1,1,14
0,2,3,4,0,2,0,14
0,2,3,4,0,3,0,14
0,2,3,4,0,4,3,14
2486,2,3,4,0,5,0,14
0,2,3,4,0,5,1,14
3033,2,3,4,0,5,3,14
0,2,9,4,0,1,1,14
0,2,9,4,0,2,0,14
0,2,9,4,0,3,0,14
0,2,9,4,0,4,3,14
2486,2,9,4,0,5,0,14
0,2,9,4,0,5,1,14
3033,2,9,4,0,5,3,14
0,2,2,4,1,1,1,14
0,2,2,4,1,2,0,14
0,2,2,4,1,3,0,14
0,2,2,4,1,4,3,14
