Jurisdiction,Category,Type,Total type,Management,Fate,y,ds,Sub-stream
SA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,1316,2010-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,32744,2010-12-31,09 Total
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
SA,Total,,All other waste total,Landfill,Disposal,131435,2010-12-31,02 C&D
SA,Total,,All other waste total,Landfill,Energy recovery,7596,2010-12-31,02 C&D
SA,Total,,All other waste total,Recycling,Recycling,1042408,2010-12-31,02 C&D
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,55000,2010-12-31,03 C&I core
SA,Total,,All other waste total,Landfill,Disposal,128038,2010-12-31,03 C&I core
SA,Total,,All other waste total,Landfill,Energy recovery,30671,2010-12-31,03 C&I core
SA,Total,,All other waste total,Recycling,Recycling,943131,2010-12-31,03 C&I core
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,01 MSW
SA,Total,,All other waste total,Landfill,Disposal,254396,2010-12-31,01 MSW
SA,Total,,All other waste total,Landfill,Energy recovery,65767,2010-12-31,01 MSW
SA,Total,,All other waste total,Recycling,Recycling,337542,2010-12-31,01 MSW
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,55000,2010-12-31,09 Total
SA,Total,,All other waste total,Landfill,Disposal,513869,2010-12-31,09 Total
SA,Total,,All other waste total,Landfill,Energy recovery,104034,2010-12-31,09 Total
SA,Total,,All other waste total,Recycling,Recycling,2323080,2010-12-31,09 Total
Tas,Biosolids,,Biosolids total,Other disposal,Disposal,311,2010-12-31,03 C&I core
Tas,Biosolids,,Biosolids total,Recycling,Recycling,15863,2010-12-31,03 C&I core
Tas,Biosolids,,Biosolids total,Other disposal,Disposal,311,2010-12-31,09 Total
Tas,Biosolids,,Biosolids total,Recycling,Recycling,15863,2010-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,3891,2010-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,1,2010-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,25,2010-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,51,2010-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2010-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,203,2010-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,2777,2010-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,52460,2010-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,439,2010-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,190442,2010-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,3937,2010-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,36,2010-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,20689,2010-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,2777,2010-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,56351,2010-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,439,2010-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,190468,2010-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,3988,2010-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,36,2010-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,20892,2010-12-31,09 Total
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Disposal,27199,2010-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Energy recovery,387,2010-12-31,02 C&D
Tas,Total,,All other waste total,Recycling,Recycling,0,2010-12-31,02 C&D
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Disposal,177244,2010-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Energy recovery,22979,2010-12-31,03 C&I core
Tas,Total,,All other waste total,Recycling,Recycling,59825,2010-12-31,03 C&I core
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Disposal,137189,2010-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Energy recovery,21804,2010-12-31,01 MSW
Tas,Total,,All other waste total,Recycling,Recycling,77326,2010-12-31,01 MSW
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Disposal,341632,2010-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Energy recovery,45170,2010-12-31,09 Total
Tas,Total,,All other waste total,Recycling,Recycling,137151,2010-12-31,09 Total
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,1316076,2010-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2010-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,1316076,2010-12-31,09 Total
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2010-12-31,09 Total
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,283991,2010-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Recycling,Recycling,152918,2010-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,283991,2010-12-31,09 Total
Vic,Biosolids,,Biosolids total,Recycling,Recycling,152918,2010-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,223599,2010-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,6,2010-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,1070,2010-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,1087,2010-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2010-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,4349,2010-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,28656,2010-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,216003,2010-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3630,2010-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,298220,2010-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,64258,2010-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,10788,2010-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,108186,2010-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,28656,2010-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,439602,2010-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3636,2010-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,299290,2010-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,65346,2010-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,10788,2010-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,112535,2010-12-31,09 Total
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Disposal,1010345,2010-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Energy recovery,16287,2010-12-31,02 C&D
Vic,Total,,All other waste total,Recycling,Recycling,3107385,2010-12-31,02 C&D
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,766,2010-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Disposal,1396392,2010-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Energy recovery,143555,2010-12-31,03 C&I core
Vic,Total,,All other waste total,Recycling,Recycling,2375965,2010-12-31,03 C&I core
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Disposal,1694970,2010-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Energy recovery,264187,2010-12-31,01 MSW
Vic,Total,,All other waste total,Recycling,Recycling,1483057,2010-12-31,01 MSW
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,766,2010-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Disposal,4101707,2010-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Energy recovery,424030,2010-12-31,09 Total
Vic,Total,,All other waste total,Recycling,Recycling,6966407,2010-12-31,09 Total
WA,Ash,,Ash waste total,Other disposal,Long-term storage,579377,2010-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Recycling,Recycling,466038,2010-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Other disposal,Long-term storage,579377,2010-12-31,09 Total
WA,Ash,,Ash waste total,Recycling,Recycling,466038,2010-12-31,09 Total
WA,Biosolids,,Biosolids total,Other disposal,Disposal,12115,2010-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Recycling,Recycling,95712,2010-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Other disposal,Disposal,12115,2010-12-31,09 Total
WA,Biosolids,,Biosolids total,Recycling,Recycling,95712,2010-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,7624,2010-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2010-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,1687,2010-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,938,2010-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2010-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,3750,2010-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,11221,2010-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,83987,2010-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2681,2010-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,295157,2010-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,17365,2010-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,6457,2010-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,31871,2010-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,11221,2010-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,91611,2010-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2681,2010-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,296844,2010-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,18303,2010-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,6457,2010-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,35622,2010-12-31,09 Total
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Disposal,2238002,2010-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Energy recovery,16404,2010-12-31,02 C&D
WA,Total,,All other waste total,Recycling,Recycling,912797,2010-12-31,02 C&D
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Disposal,1328859,2010-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Energy recovery,67894,2010-12-31,03 C&I core
WA,Total,,All other waste total,Recycling,Recycling,558856,2010-12-31,03 C&I core
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Disposal,1300692,2010-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Energy recovery,82491,2010-12-31,01 MSW
WA,Total,,All other waste total,Recycling,Recycling,391199,2010-12-31,01 MSW
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,09 Total
WA,Total,,All other waste total,Landfill,Disposal,4867553,2010-12-31,09 Total
WA,Total,,All other waste total,Landfill,Energy recovery,166789,2010-12-31,09 Total
WA,Total,,All other waste total,Recycling,Recycling,1862852,2010-12-31,09 Total
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,20900,2009-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2009-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,20900,2009-12-31,09 Total
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2009-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2009-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,10183,2009-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,32,2009-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,16,2009-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,22,2009-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2009-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,9,2009-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,956,2009-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,10976,2009-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,178,2009-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,4546,2009-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,820,2009-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,140,2009-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,1220,2009-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,956,2009-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,21159,2009-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,210,2009-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,4562,2009-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,842,2009-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,140,2009-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,1229,2009-12-31,09 Total
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2009-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Disposal,21996,2009-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Energy recovery,2496,2009-12-31,02 C&D
ACT,Total,,All other waste total,Recycling,Recycling,199180,2009-12-31,02 C&D
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2009-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Disposal,70852,2009-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Energy recovery,16491,2009-12-31,03 C&I core
ACT,Total,,All other waste total,Recycling,Recycling,206273,2009-12-31,03 C&I core
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2009-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Disposal,61828,2009-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Energy recovery,16747,2009-12-31,01 MSW
ACT,Total,,All other waste total,Recycling,Recycling,103587,2009-12-31,01 MSW
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2009-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Disposal,154676,2009-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Energy recovery,35733,2009-12-31,09 Total
ACT,Total,,All other waste total,Recycling,Recycling,509041,2009-12-31,09 Total
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,4478830,2009-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Recycling,Recycling,2169733,2009-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,4478830,2009-12-31,09 Total
NSW,Ash,,Ash waste total,Recycling,Recycling,2169733,2009-12-31,09 Total
NSW,Biosolids,,Biosolids total,Other disposal,Disposal,82490,2009-12-31,03 C&I core
NSW,Biosolids,,Biosolids total,Recycling,Recycling,325618,2009-12-31,03 C&I core
NSW,Biosolids,,Biosolids total,Other disposal,Disposal,82490,2009-12-31,09 Total
NSW,Biosolids,,Biosolids total,Recycling,Recycling,325618,2009-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2009-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,328537,2009-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2009-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,4677,2009-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,39443,2009-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2009-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,85650,2009-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,27480,2009-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,272617,2009-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,1743,2009-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,105824,2009-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,79976,2009-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,38193,2009-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,197740,2009-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,27480,2009-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,601154,2009-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,1743,2009-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,110501,2009-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,119419,2009-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,38193,2009-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,283390,2009-12-31,09 Total
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2009-12-31,02 C&D
NSW,Total,,All other waste total,Landfill,Disposal,1714756,2009-12-31,02 C&D
NSW,Total,,All other waste total,Landfill,Energy recovery,44744,2009-12-31,02 C&D
