Jurisdiction,Category,Type,Management,Fate,y,Sub_stream_name,Year
3,3,19,2,0,17,2,2019
3,3,19,3,0,3931,2,2019
3,3,19,3,1,218,2,2019
3,3,19,1,0,2640,4,2019
3,3,19,2,0,17,4,2019
3,3,19,3,0,3931,4,2019
3,3,19,3,1,218,4,2019
3,3,20,1,0,0,0,2019
3,3,20,2,0,0,0,2019
3,3,20,3,0,0,0,2019
3,3,20,3,1,0,0,2019
3,3,20,1,0,5147,2,2019
3,3,20,2,0,0,2,2019
3,3,20,3,0,4,2,2019
3,3,20,3,1,0,2,2019
3,3,20,1,0,5147,4,2019
3,3,20,2,0,0,4,2019
3,3,20,3,0,4,4,2019
3,3,20,3,1,0,4,2019
3,3,21,1,0,0,0,2019
3,3,21,2,0,0,0,2019
3,3,21,3,0,0,0,2019
3,3,21,3,1,0,0,2019
3,3,21,1,0,2549,2,2019
3,3,21,2,0,0,2,2019
3,3,21,3,0,0,2,2019
3,3,21,3,1,0,2,2019
3,3,21,1,0,2549,4,2019
3,3,21,2,0,0,4,2019
3,3,21,3,0,0,4,2019
3,3,21,3,1,0,4,2019
3,3,22,1,0,0,0,2019
3,3,22,2,0,0,0,2019
3,3,22,3,0,0,0,2019
3,3,22,3,1,0,0,2019
3,3,22,1,0,124,2,2019
3,3,22,2,0,0,2,2019
3,3,22,3,0,116,2,2019
3,3,22,3,1,0,2,2019
3,3,22,1,0,124,4,2019
3,3,22,2,0,0,4,2019
3,3,22,3,0,116,4,2019
3,3,22,3,1,0,4,2019
3,3,23,1,0,0,0,2019
3,3,23,2,0,0,0,2019
3,3,23,3,0,0,0,2019
3,3,23,3,1,0,0,2019
3,3,23,1,0,1346,2,2019
3,3,23,2,0,0,2,2019
3,3,23,3,0,656,2,2019
3,3,23,3,1,0,2,2019
3,3,23,1,0,1346,4,2019
3,3,23,2,0,0,4,2019
3,3,23,3,0,656,4,2019
3,3,23,3,1,0,4,2019
3,3,26,1,0,0,0,2019
3,3,26,2,0,0,0,2019
3,3,26,3,0,0,0,2019
3,3,26,3,1,0,0,2019
3,3,26,1,0,38169,2,2019
3,3,26,2,0,0,2,2019
3,3,26,3,0,220,2,2019
3,3,26,3,1,0,2,2019
3,3,26,1,0,38169,4,2019
3,3,26,2,0,0,4,2019
3,3,26,3,0,220,4,2019
3,3,26,3,1,0,4,2019
3,3,27,1,0,0,0,2019
3,3,27,2,0,0,0,2019
3,3,27,3,0,0,0,2019
3,3,27,3,1,0,0,2019
3,3,27,1,0,8772,2,2019
3,3,27,2,0,0,2,2019
3,3,27,3,0,410,2,2019
3,3,27,3,1,137,2,2019
3,3,27,1,0,8772,4,2019
3,3,27,2,0,0,4,2019
3,3,27,3,0,410,4,2019
3,3,27,3,1,137,4,2019
3,3,28,1,0,0,0,2019
3,3,28,2,0,0,0,2019
3,3,28,3,0,0,0,2019
3,3,28,3,1,0,0,2019
3,3,28,1,0,144,2,2019
3,3,28,2,0,0,2,2019
3,3,28,3,0,10,2,2019
3,3,28,3,1,0,2,2019
3,3,28,1,0,144,4,2019
3,3,28,2,0,0,4,2019
3,3,28,3,0,10,4,2019
3,3,28,3,1,0,4,2019
3,3,30,1,0,0,0,2019
3,3,30,2,0,0,0,2019
3,3,30,3,0,0,0,2019
3,3,30,3,1,0,0,2019
3,3,30,1,0,3738,2,2019
3,3,30,2,0,0,2,2019
3,3,30,3,0,1264,2,2019
3,3,30,3,1,0,2,2019
3,3,30,1,0,3738,4,2019
3,3,30,2,0,0,4,2019
3,3,30,3,0,1264,4,2019
3,3,30,3,1,0,4,2019
3,3,35,1,0,0,0,2019
3,3,35,2,0,0,0,2019
3,3,35,3,0,0,0,2019
3,3,35,3,1,0,0,2019
3,3,35,1,0,0,2,2019
3,3,35,2,0,0,2,2019
3,3,35,3,0,0,2,2019
3,3,35,3,1,0,2,2019
3,3,35,1,0,0,4,2019
3,3,35,2,0,0,4,2019
3,3,35,3,0,0,4,2019
3,3,35,3,1,0,4,2019
3,3,40,1,0,0,0,2019
3,3,40,2,0,0,0,2019
3,3,40,3,0,0,0,2019
3,3,40,3,1,0,0,2019
3,3,40,0,1,28350,2,2019
3,3,40,1,0,28855,2,2019
3,3,40,2,0,1513,2,2019
3,3,40,3,0,0,2,2019
3,3,40,3,1,0,2,2019
3,3,40,0,1,28350,4,2019
3,3,40,1,0,28855,4,2019
3,3,40,2,0,1513,4,2019
3,3,40,3,0,0,4,2019
3,3,40,3,1,0,4,2019
3,5,10,0,1,0,0,2019
3,5,10,1,0,0,0,2019
3,5,10,1,1,0,0,2019
3,5,10,0,1,0,2,2019
3,5,10,1,0,253328,2,2019
3,5,10,1,1,88536,2,2019
3,5,10,0,1,0,3,2019
3,5,10,1,0,460804,3,2019
3,5,10,1,1,161047,3,2019
3,5,10,0,1,0,4,2019
3,5,10,1,0,714132,4,2019
3,5,10,1,1,249583,4,2019
3,5,12,0,1,0,0,2019
3,5,12,1,0,24000,0,2019
3,5,12,1,1,4265,0,2019
3,5,12,0,1,0,2,2019
3,5,12,1,0,54005,2,2019
3,5,12,1,1,9598,2,2019
3,5,12,0,1,33582,3,2019
3,5,12,1,0,248921,3,2019
3,5,12,1,1,44237,3,2019
3,5,12,0,1,33582,4,2019
3,5,12,1,0,326927,4,2019
3,5,12,1,1,58100,4,2019
3,5,24,0,1,0,0,2019
3,5,24,1,0,0,0,2019
3,5,24,1,1,0,0,2019
3,5,24,0,1,0,2,2019
3,5,24,1,0,20166,2,2019
3,5,24,1,1,3685,2,2019
3,5,24,0,1,0,3,2019
3,5,24,1,0,60090,3,2019
3,5,24,1,1,10979,3,2019
3,5,24,0,1,0,4,2019
3,5,24,1,0,80256,4,2019
3,5,24,1,1,14664,4,2019
3,5,39,0,1,0,0,2019
3,5,39,1,0,81823,0,2019
3,5,39,1,1,2973,0,2019
3,5,39,0,1,23188,2,2019
3,5,39,1,0,191790,2,2019
3,5,39,1,1,6969,2,2019
3,5,39,0,1,0,3,2019
3,5,39,1,0,17144,3,2019
3,5,39,1,1,623,3,2019
3,5,39,0,1,23188,4,2019
3,5,39,1,0,290757,4,2019
3,5,39,1,1,10564,4,2019
4,0,4,2,2,0,1,2019
4,0,4,2,2,0,4,2019
4,1,6,2,0,2297,2,2019
4,1,6,2,0,2297,4,2019
4,2,5,1,0,49,0,2019
4,2,5,1,0,11,2,2019
4,2,5,1,0,60,4,2019
4,2,7,1,0,23406,0,2019
4,2,7,1,0,30247,0,2019
4,2,7,1,0,268,2,2019
4,2,7,1,0,625,2,2019
4,2,7,1,0,23674,4,2019
4,2,7,1,0,30872,4,2019
4,2,29,1,0,11776,0,2019
4,2,29,1,0,759,2,2019
4,2,29,1,0,12535,4,2019
4,2,36,1,0,33569,0,2019
4,2,36,1,0,6017,2,2019
4,2,36,1,0,39586,4,2019
4,3,0,1,0,0,0,2019
4,3,0,2,0,0,0,2019
4,3,0,3,0,0,0,2019
4,3,0,3,1,0,0,2019
4,3,0,1,0,0,2,2019
4,3,0,2,0,0,2,2019
4,3,0,3,0,626,2,2019
4,3,0,3,1,0,2,2019
4,3,0,1,0,0,4,2019
4,3,0,2,0,0,4,2019
4,3,0,3,0,626,4,2019
4,3,0,3,1,0,4,2019
4,3,1,1,0,0,0,2019
4,3,1,2,0,0,0,2019
4,3,1,3,0,0,0,2019
4,3,1,3,1,0,0,2019
4,3,1,1,0,17915,2,2019
4,3,1,2,0,0,2,2019
4,3,1,3,0,1168,2,2019
4,3,1,3,1,0,2,2019
4,3,1,1,0,17915,4,2019
4,3,1,2,0,0,4,2019
4,3,1,3,0,1168,4,2019
4,3,1,3,1,0,4,2019
4,3,3,1,0,22878,0,2019
4,3,3,2,0,0,0,2019
4,3,3,3,0,336,0,2019
4,3,3,3,1,0,0,2019
4,3,3,1,0,19488,2,2019
4,3,3,2,0,0,2,2019
4,3,3,3,0,286,2,2019
4,3,3,3,1,0,2,2019
4,3,3,1,0,42366,4,2019
4,3,3,2,0,0,4,2019
4,3,3,3,0,621,4,2019
4,3,3,3,1,0,4,2019
4,3,8,1,0,0,0,2019
4,3,8,2,0,0,0,2019
4,3,8,3,0,0,0,2019
4,3,8,3,1,0,0,2019
4,3,8,1,0,0,2,2019
4,3,8,2,0,3895,2,2019
4,3,8,3,0,743,2,2019
4,3,8,3,1,0,2,2019
4,3,8,1,0,0,4,2019
4,3,8,2,0,3895,4,2019
4,3,8,3,0,743,4,2019
4,3,8,3,1,0,4,2019
4,3,9,1,0,19106,0,2019
4,3,9,2,0,0,0,2019
4,3,9,3,0,8928,0,2019
4,3,9,3,1,0,0,2019
4,3,9,1,0,7430,2,2019
4,3,9,2,0,0,2,2019
4,3,9,3,0,3472,2,2019
4,3,9,3,1,0,2,2019
4,3,9,1,0,26536,4,2019
4,3,9,2,0,0,4,2019
4,3,9,3,0,12400,4,2019
4,3,9,3,1,0,4,2019
4,3,11,1,0,0,0,2019
4,3,11,2,0,0,0,2019
4,3,11,3,0,0,0,2019
4,3,11,3,1,0,0,2019
4,3,11,1,0,0,2,2019
4,3,11,2,0,0,2,2019
4,3,11,3,0,1331,2,2019
4,3,11,3,1,0,2,2019
4,3,11,1,0,0,4,2019
4,3,11,2,0,0,4,2019
4,3,11,3,0,1331,4,2019
4,3,11,3,1,0,4,2019
4,3,14,1,0,0,0,2019
4,3,14,2,0,0,0,2019
4,3,14,3,0,0,0,2019
4,3,14,3,1,0,0,2019
4,3,14,1,0,7,2,2019
4,3,14,2,0,0,2,2019
4,3,14,3,0,968,2,2019
4,3,14,3,1,0,2,2019
4,3,14,1,0,7,4,2019
4,3,14,2,0,0,4,2019
4,3,14,3,0,968,4,2019
4,3,14,3,1,0,4,2019
4,3,18,1,0,0,0,2019
4,3,18,2,0,0,0,2019
4,3,18,3,0,0,0,2019
4,3,18,3,1,0,0,2019
4,3,18,1,0,90,2,2019
4,3,18,2,0,2,2,2019
4,3,18,3,0,0,2,2019
4,3,18,3,1,4776,2,2019
4,3,18,1,0,90,4,2019
4,3,18,2,0,2,4,2019
4,3,18,3,0,0,4,2019
4,3,18,3,1,4776,4,2019
4,3,19,1,0,0,0,2019
4,3,19,2,0,0,0,2019
4,3,19,3,0,0,0,2019
4,3,19,3,1,0,0,2019
4,3,19,1,0,67,2,2019
4,3,19,2,0,0,2,2019
4,3,19,3,0,247,2,2019
4,3,19,3,1,14,2,2019
4,3,19,1,0,67,4,2019
4,3,19,2,0,0,4,2019
4,3,19,3,0,247,4,2019
4,3,19,3,1,14,4,2019
4,3,20,1,0,0,0,2019
4,3,20,2,0,0,0,2019
4,3,20,3,0,0,0,2019
4,3,20,3,1,0,0,2019
4,3,20,1,0,0,2,2019
4,3,20,2,0,0,2,2019
4,3,20,3,0,583,2,2019
4,3,20,3,1,65,2,2019
4,3,20,1,0,0,4,2019
4,3,20,2,0,0,4,2019
4,3,20,3,0,583,4,2019
4,3,20,3,1,65,4,2019
4,3,21,1,0,0,0,2019
4,3,21,2,0,0,0,2019
4,3,21,3,0,0,0,2019
4,3,21,3,1,0,0,2019
4,3,21,1,0,0,2,2019
4,3,21,2,0,0,2,2019
4,3,21,3,0,0,2,2019
4,3,21,3,1,0,2,2019
4,3,21,1,0,0,4,2019
4,3,21,2,0,0,4,2019
4,3,21,3,0,0,4,2019
4,3,21,3,1,0,4,2019
4,3,22,1,0,0,0,2019
4,3,22,2,0,0,0,2019
4,3,22,3,0,0,0,2019
4,3,22,3,1,0,0,2019
4,3,22,1,0,0,2,2019
4,3,22,2,0,0,2,2019
4,3,22,3,0,0,2,2019
4,3,22,3,1,0,2,2019
4,3,22,1,0,0,4,2019
4,3,22,2,0,0,4,2019
4,3,22,3,0,0,4,2019
4,3,22,3,1,0,4,2019
4,3,23,1,0,0,0,2019
4,3,23,2,0,0,0,2019
4,3,23,3,0,0,0,2019
4,3,23,3,1,0,0,2019
4,3,23,1,0,717,2,2019
4,3,23,2,0,0,2,2019
4,3,23,3,0,1282,2,2019
4,3,23,3,1,0,2,2019
4,3,23,1,0,717,4,2019
4,3,23,2,0,0,4,2019
4,3,23,3,0,1282,4,2019
4,3,23,3,1,0,4,2019
4,3,26,1,0,0,0,2019
4,3,26,2,0,0,0,2019
4,3,26,3,0,0,0,2019
4,3,26,3,1,0,0,2019
4,3,26,1,0,18411,2,2019
4,3,26,2,0,0,2,2019
4,3,26,3,0,9471,2,2019
4,3,26,3,1,0,2,2019
4,3,26,1,0,18411,4,2019
4,3,26,2,0,0,4,2019
4,3,26,3,0,9471,4,2019
4,3,26,3,1,0,4,2019
4,3,27,1,0,0,0,2019
4,3,27,2,0,0,0,2019
4,3,27,3,0,0,0,2019
4,3,27,3,1,0,0,2019
4,3,27,1,0,215,2,2019
4,3,27,2,0,0,2,2019
4,3,27,3,0,763,2,2019
4,3,27,3,1,254,2,2019
4,3,27,1,0,215,4,2019
4,3,27,2,0,0,4,2019
4,3,27,3,0,763,4,2019
4,3,27,3,1,254,4,2019
4,3,28,1,0,0,0,2019
4,3,28,2,0,0,0,2019
4,3,28,3,0,0,0,2019
4,3,28,3,1,0,0,2019
4,3,28,1,0,510,2,2019
4,3,28,2,0,0,2,2019
4,3,28,3,0,7,2,2019
4,3,28,3,1,0,2,2019
4,3,28,1,0,510,4,2019
4,3,28,2,0,0,4,2019
4,3,28,3,0,7,4,2019
4,3,28,3,1,0,4,2019
4,3,30,1,0,0,0,2019
4,3,30,2,0,0,0,2019
4,3,30,3,0,0,0,2019
4,3,30,3,1,0,0,2019
4,3,30,1,0,0,2,2019
4,3,30,2,0,0,2,2019
4,3,30,3,0,9,2,2019
4,3,30,3,1,0,2,2019
4,3,30,1,0,0,4,2019
4,3,30,2,0,0,4,2019
4,3,30,3,0,9,4,2019
4,3,30,3,1,0,4,2019
4,3,35,1,0,0,0,2019
4,3,35,2,0,0,0,2019
4,3,35,3,0,0,0,2019
4,3,35,3,1,0,0,2019
4,3,35,1,0,0,2,2019
4,3,35,2,0,0,2,2019
4,3,35,3,0,9,2,2019
4,3,35,3,1,0,2,2019
4,3,35,1,0,0,4,2019
4,3,35,2,0,0,4,2019
4,3,35,3,0,9,4,2019
4,3,35,3,1,0,4,2019
4,3,40,1,0,0,0,2019
4,3,40,2,0,0,0,2019
4,3,40,3,0,0,0,2019
4,3,40,3,1,0,0,2019
4,3,40,0,1,12787,2,2019
4,3,40,1,0,6751,2,2019
4,3,40,2,0,409,2,2019
4,3,40,3,0,0,2,2019
4,3,40,3,1,0,2,2019
4,3,40,0,1,12787,4,2019
4,3,40,1,0,6751,4,2019
4,3,40,2,0,409,4,2019
4,3,40,3,0,0,4,2019
4,3,40,3,1,0,4,2019
4,4,15,1,0,4740,0,2019
4,4,15,1,0,1172,2,2019
4,5,10,0,1,0,0,2019
4,5,10,1,0,0,0,2019
4,5,10,1,1,0,0,2019
4,5,10,0,1,0,2,2019
4,5,10,1,0,24156,2,2019
4,5,10,1,1,11576,2,2019
4,5,10,0,1,0,3,2019
4,5,10,1,0,105927,3,2019
4,5,10,1,1,50764,3,2019
4,5,10,0,1,0,4,2019
4,5,10,1,0,130082,4,2019
4,5,10,1,1,62340,4,2019
4,5,12,0,1,0,0,2019
4,5,12,1,0,7361,0,2019
4,5,12,1,1,1630,0,2019
4,5,12,0,1,0,2,2019
4,5,12,1,0,4195,2,2019
4,5,12,1,1,929,2,2019
4,5,12,0,1,0,3,2019
4,5,12,1,0,23816,3,2019
4,5,12,1,1,5273,3,2019
4,5,12,0,1,0,4,2019
4,5,12,1,0,35372,4,2019
4,5,12,1,1,7832,4,2019
4,5,24,0,1,0,0,2019
4,5,24,1,0,276,0,2019
4,5,24,1,1,66,0,2019
4,5,24,0,1,0,2,2019
4,5,24,1,0,1739,2,2019
4,5,24,1,1,415,2,2019
4,5,24,0,1,0,3,2019
4,5,24,1,0,17014,3,2019
4,5,24,1,1,4065,3,2019
4,5,24,0,1,0,4,2019
4,5,24,1,0,19029,4,2019
4,5,24,1,1,4546,4,2019
4,5,39,0,1,0,0,2019
4,5,39,1,0,36033,0,2019
4,5,39,1,1,1445,0,2019
4,5,39,0,1,87813,2,2019
4,5,39,1,0,8521,2,2019
4,5,39,1,1,342,2,2019
4,5,39,0,1,0,3,2019
4,5,39,1,0,9625,3,2019
4,5,39,1,1,386,3,2019
4,5,39,0,1,87813,4,2019
4,5,39,1,0,54179,4,2019
4,5,39,1,1,2173,4,2019
5,1,6,2,0,0,2,2019
5,1,6,2,0,0,4,2019
5,3,0,1,0,0,0,2019
5,3,0,2,0,0,0,2019
5,3,0,3,0,0,0,2019
5,3,0,3,1,0,0,2019
5,3,0,1,0,0,2,2019
5,3,0,2,0,0,2,2019
5,3,0,3,0,0,2,2019
5,3,0,3,1,0,2,2019
5,3,0,1,0,0,4,2019
5,3,0,2,0,0,4,2019
5,3,0,3,0,0,4,2019
5,3,0,3,1,0,4,2019
5,3,1,1,0,0,0,2019
5,3,1,2,0,0,0,2019
5,3,1,3,0,0,0,2019
5,3,1,3,1,0,0,2019
5,3,1,1,0,0,2,2019
5,3,1,2,0,0,2,2019
5,3,1,3,0,0,2,2019
5,3,1,3,1,0,2,2019
5,3,1,1,0,0,4,2019
5,3,1,2,0,0,4,2019
5,3,1,3,0,0,4,2019
5,3,1,3,1,0,4,2019
5,3,3,1,0,1758,0,2019
5,3,3,2,0,1,0,2019
5,3,3,3,0,1,0,2019
5,3,3,3,1,0,0,2019
5,3,3,1,0,1497,2,2019
5,3,3,2,0,1,2,2019
5,3,3,3,0,1,2,2019
5,3,3,3,1,0,2,2019
5,3,3,1,0,3255,4,2019
5,3,3,2,0,2,4,2019
5,3,3,3,0,1,4,2019
5,3,3,3,1,0,4,2019
5,3,8,1,0,0,0,2019
5,3,8,2,0,0,0,2019
5,3,8,3,0,0,0,2019
5,3,8,3,1,0,0,2019
5,3,8,1,0,6,2,2019
5,3,8,2,0,36,2,2019
5,3,8,3,0,18,2,2019
5,3,8,3,1,0,2,2019
5,3,8,1,0,6,4,2019
5,3,8,2,0,36,4,2019
5,3,8,3,0,18,4,2019
5,3,8,3,1,0,4,2019
5,3,9,1,0,23753,0,2019
5,3,9,2,0,0,0,2019
5,3,9,3,0,437,0,2019
5,3,9,3,1,0,0,2019
5,3,9,1,0,9237,2,2019
5,3,9,2,0,0,2,2019
5,3,9,3,0,170,2,2019
5,3,9,3,1,0,2,2019
5,3,9,1,0,32991,4,2019
5,3,9,2,0,0,4,2019
5,3,9,3,0,607,4,2019
5,3,9,3,1,0,4,2019
5,3,11,1,0,0,0,2019
5,3,11,2,0,0,0,2019
5,3,11,3,0,0,0,2019
5,3,11,3,1,0,0,2019
5,3,11,1,0,137,2,2019
5,3,11,2,0,0,2,2019
5,3,11,3,0,400,2,2019
5,3,11,3,1,0,2,2019
5,3,11,1,0,137,4,2019
5,3,11,2,0,0,4,2019
5,3,11,3,0,400,4,2019
5,3,11,3,1,0,4,2019
5,3,14,1,0,0,0,2019
5,3,14,2,0,0,0,2019
5,3,14,3,0,0,0,2019
5,3,14,3,1,0,0,2019
5,3,14,1,0,53973,2,2019
5,3,14,2,0,127,2,2019
5,3,14,3,0,13581,2,2019
5,3,14,3,1,0,2,2019
5,3,14,1,0,53973,4,2019
5,3,14,2,0,127,4,2019
5,3,14,3,0,13581,4,2019
5,3,14,3,1,0,4,2019
5,3,18,1,0,0,0,2019
5,3,18,2,0,0,0,2019
5,3,18,3,0,0,0,2019
5,3,18,3,1,0,0,2019
5,3,18,1,0,11,2,2019
5,3,18,2,0,0,2,2019
5,3,18,3,0,0,2,2019
5,3,18,3,1,18,2,2019
5,3,18,1,0,11,4,2019
5,3,18,2,0,0,4,2019
5,3,18,3,0,0,4,2019
5,3,18,3,1,18,4,2019
5,3,19,1,0,0,0,2019
5,3,19,2,0,0,0,2019
5,3,19,3,0,0,0,2019
5,3,19,3,1,0,0,2019
5,3,19,1,0,0,2,2019
5,3,19,2,0,0,2,2019
5,3,19,3,0,0,2,2019
5,3,19,3,1,0,2,2019
5,3,19,1,0,0,4,2019
5,3,19,2,0,0,4,2019
5,3,19,3,0,0,4,2019
5,3,19,3,1,0,4,2019
5,3,20,1,0,0,0,2019
5,3,20,2,0,0,0,2019
5,3,20,3,0,0,0,2019
5,3,20,3,1,0,0,2019
5,3,20,1,0,29,2,2019
5,3,20,2,0,0,2,2019
5,3,20,3,0,61,2,2019
5,3,20,3,1,7,2,2019
5,3,20,1,0,29,4,2019
5,3,20,2,0,0,4,2019
5,3,20,3,0,61,4,2019
5,3,20,3,1,7,4,2019
5,3,21,1,0,0,0,2019
5,3,21,2,0,0,0,2019
5,3,21,3,0,0,0,2019
5,3,21,3,1,0,0,2019
5,3,21,1,0,0,2,2019
5,3,21,2,0,0,2,2019
5,3,21,3,0,0,2,2019
5,3,21,3,1,0,2,2019
5,3,21,1,0,0,4,2019
5,3,21,2,0,0,4,2019
5,3,21,3,0,0,4,2019
5,3,21,3,1,0,4,2019
5,3,22,1,0,0,0,2019
5,3,22,2,0,0,0,2019
5,3,22,3,0,0,0,2019
5,3,22,3,1,0,0,2019
5,3,22,1,0,0,2,2019
5,3,22,2,0,0,2,2019
5,3,22,3,0,0,2,2019
5,3,22,3,1,0,2,2019
5,3,22,1,0,0,4,2019
5,3,22,2,0,0,4,2019
5,3,22,3,0,0,4,2019
5,3,22,3,1,0,4,2019
5,3,23,1,0,0,0,2019
5,3,23,2,0,0,0,2019
5,3,23,3,0,0,0,2019
5,3,23,3,1,0,0,2019
5,3,23,1,0,14,2,2019
5,3,23,2,0,0,2,2019
5,3,23,3,0,48,2,2019
5,3,23,3,1,0,2,2019
5,3,23,1,0,14,4,2019
5,3,23,2,0,0,4,2019
5,3,23,3,0,48,4,2019
5,3,23,3,1,0,4,2019
5,3,26,1,0,0,0,2019
5,3,26,2,0,0,0,2019
5,3,26,3,0,0,0,2019
5,3,26,3,1,0,0,2019
5,3,26,1,0,673,2,2019
5,3,26,2,0,1,2,2019
5,3,26,3,0,336,2,2019
5,3,26,3,1,0,2,2019
5,3,26,1,0,673,4,2019
5,3,26,2,0,1,4,2019
5,3,26,3,0,336,4,2019
5,3,26,3,1,0,4,2019
5,3,27,1,0,0,0,2019
5,3,27,2,0,0,0,2019
5,3,27,3,0,0,0,2019
5,3,27,3,1,0,0,2019
5,3,27,1,0,44,2,2019
5,3,27,2,0,0,2,2019
5,3,27,3,0,2,2,2019
5,3,27,3,1,1,2,2019
5,3,27,1,0,44,4,2019
5,3,27,2,0,0,4,2019
5,3,27,3,0,2,4,2019
5,3,27,3,1,1,4,2019
5,3,28,1,0,0,0,2019
5,3,28,2,0,0,0,2019
5,3,28,3,0,0,0,2019
5,3,28,3,1,0,0,2019
5,3,28,1,0,91,2,2019
5,3,28,2,0,0,2,2019
5,3,28,3,0,10,2,2019
5,3,28,3,1,0,2,2019
5,3,28,1,0,91,4,2019
5,3,28,2,0,0,4,2019
5,3,28,3,0,10,4,2019
5,3,28,3,1,0,4,2019
5,3,30,1,0,0,0,2019
5,3,30,2,0,0,0,2019
5,3,30,3,0,0,0,2019
5,3,30,3,1,0,0,2019
5,3,30,1,0,0,2,2019
5,3,30,2,0,0,2,2019
5,3,30,3,0,0,2,2019
5,3,30,3,1,0,2,2019
5,3,30,1,0,0,4,2019
5,3,30,2,0,0,4,2019
5,3,30,3,0,0,4,2019
5,3,30,3,1,0,4,2019
5,3,35,1,0,0,0,2019
5,3,35,2,0,0,0,2019
5,3,35,3,0,0,0,2019
5,3,35,3,1,0,0,2019
5,3,35,1,0,0,2,2019
5,3,35,2,0,0,2,2019
5,3,35,3,0,1,2,2019
5,3,35,3,1,0,2,2019
5,3,35,1,0,0,4,2019
5,3,35,2,0,0,4,2019
5,3,35,3,0,1,4,2019
5,3,35,3,1,0,4,2019
5,3,40,1,0,0,0,2019
5,3,40,2,0,0,0,2019
5,3,40,3,0,0,0,2019
5,3,40,3,1,0,0,2019
5,3,40,0,1,3633,2,2019
5,3,40,1,0,2826,2,2019
5,3,40,2,0,101,2,2019
5,3,40,3,0,0,2,2019
5,3,40,3,1,0,2,2019
5,3,40,0,1,3633,4,2019
5,3,40,1,0,2826,4,2019
5,3,40,2,0,101,4,2019
5,3,40,3,0,0,4,2019
5,3,40,3,1,0,4,2019
5,5,10,0,1,0,0,2019
5,5,10,1,0,0,0,2019
5,5,10,1,1,0,0,2019
5,5,10,0,1,0,2,2019
5,5,10,1,0,35085,2,2019
5,5,10,1,1,12022,2,2019
5,5,10,0,1,0,3,2019
5,5,10,1,0,38853,3,2019
5,5,10,1,1,13314,3,2019
5,5,10,0,1,0,4,2019
5,5,10,1,0,73938,4,2019
5,5,10,1,1,25336,4,2019
5,5,12,0,1,0,0,2019
5,5,12,1,0,609,0,2019
5,5,12,1,1,102,0,2019
5,5,12,0,1,0,2,2019
5,5,12,1,0,7513,2,2019
5,5,12,1,1,1252,2,2019
5,5,12,0,1,0,3,2019
5,5,12,1,0,21081,3,2019
5,5,12,1,1,3512,3,2019
5,5,12,0,1,0,4,2019
5,5,12,1,0,29203,4,2019
5,5,12,1,1,4865,4,2019
5,5,24,0,1,0,0,2019
5,5,24,1,0,0,0,2019
5,5,24,1,1,0,0,2019
5,5,24,0,1,0,2,2019
5,5,24,1,0,2787,2,2019
5,5,24,1,1,499,2,2019
5,5,24,0,1,0,3,2019
5,5,24,1,0,5056,3,2019
5,5,24,1,1,906,3,2019
5,5,24,0,1,0,4,2019
5,5,24,1,0,7844,4,2019
5,5,24,1,1,1405,4,2019
5,5,39,0,1,0,0,2019
5,5,39,1,0,2068,0,2019
5,5,39,1,1,65,0,2019
5,5,39,0,1,0,2,2019
5,5,39,1,0,26556,2,2019
5,5,39,1,1,832,2,2019
5,5,39,0,1,0,3,2019
5,5,39,1,0,1445,3,2019
5,5,39,1,1,45,3,2019
5,5,39,0,1,0,4,2019
5,5,39,1,0,30069,4,2019
5,5,39,1,1,942,4,2019
6,0,4,2,2,857180,1,2019
6,0,4,2,2,857180,4,2019
6,1,6,2,0,25617,2,2019
6,1,6,2,0,25617,4,2019
6,3,0,1,0,0,0,2019
6,3,0,2,0,0,0,2019
6,3,0,3,0,0,0,2019
6,3,0,3,1,0,0,2019
6,3,0,1,0,0,2,2019
6,3,0,2,0,0,2,2019
6,3,0,3,0,10376,2,2019
6,3,0,3,1,0,2,2019
6,3,0,1,0,0,4,2019
6,3,0,2,0,0,4,2019
6,3,0,3,0,10376,4,2019
6,3,0,3,1,0,4,2019
6,3,1,1,0,0,0,2019
6,3,1,2,0,0,0,2019
6,3,1,3,0,0,0,2019
6,3,1,3,1,0,0,2019
6,3,1,1,0,99,2,2019
6,3,1,2,0,0,2,2019
6,3,1,3,0,3360,2,2019
6,3,1,3,1,0,2,2019
6,3,1,1,0,99,4,2019
6,3,1,2,0,0,4,2019
6,3,1,3,0,3360,4,2019
6,3,1,3,1,0,4,2019
6,3,3,1,0,55519,0,2019
6,3,3,2,0,0,0,2019
6,3,3,3,0,0,0,2019
6,3,3,3,1,0,0,2019
6,3,3,1,0,47294,2,2019
6,3,3,2,0,0,2,2019
6,3,3,3,0,0,2,2019
6,3,3,3,1,0,2,2019
6,3,3,1,0,102814,4,2019
6,3,3,2,0,0,4,2019
6,3,3,3,0,0,4,2019
6,3,3,3,1,0,4,2019
6,3,8,1,0,0,0,2019
6,3,8,2,0,0,0,2019
6,3,8,3,0,0,0,2019
6,3,8,3,1,0,0,2019
6,3,8,1,0,0,2,2019
6,3,8,2,0,5631,2,2019
6,3,8,3,0,11124,2,2019
6,3,8,3,1,0,2,2019
6,3,8,1,0,0,4,2019
6,3,8,2,0,5631,4,2019
6,3,8,3,0,11124,4,2019
6,3,8,3,1,0,4,2019
6,3,9,1,0,424996,0,2019
6,3,9,2,0,0,0,2019
6,3,9,3,0,12957,0,2019
