Jurisdiction,Category,Type,Management,Fate,y,Sub_stream_name,Year
0,1,6,2,0,20186,2,2021
0,1,6,2,0,20186,4,2021
0,2,37,4,3,133987,0,2021
0,2,37,4,3,133987,4,2021
0,3,0,0,1,0,0,2021
0,3,0,1,0,0,0,2021
0,3,0,2,0,0,0,2021
0,3,0,3,0,0,0,2021
0,3,0,3,1,0,0,2021
0,3,0,0,1,0,2,2021
0,3,0,1,0,0,2,2021
0,3,0,2,0,0,2,2021
0,3,0,3,0,2,2,2021
0,3,0,3,1,0,2,2021
0,3,0,0,1,0,4,2021
0,3,0,1,0,0,4,2021
0,3,0,2,0,0,4,2021
0,3,0,3,0,2,4,2021
0,3,0,3,1,0,4,2021
0,3,1,0,1,0,0,2021
0,3,1,1,0,0,0,2021
0,3,1,2,0,0,0,2021
0,3,1,3,0,0,0,2021
0,3,1,3,1,0,0,2021
0,3,1,0,1,0,2,2021
0,3,1,1,0,0,2,2021
0,3,1,2,0,0,2,2021
0,3,1,3,0,0,2,2021
0,3,1,3,1,0,2,2021
0,3,1,0,1,0,4,2021
0,3,1,1,0,0,4,2021
0,3,1,2,0,0,4,2021
0,3,1,3,0,0,4,2021
0,3,1,3,1,0,4,2021
0,3,3,0,1,0,0,2021
0,3,3,1,0,10556,0,2021
0,3,3,2,0,0,0,2021
0,3,3,3,0,6,0,2021
0,3,3,3,1,0,0,2021
0,3,3,0,1,0,2,2021
0,3,3,1,0,8992,2,2021
0,3,3,2,0,0,2,2021
0,3,3,3,0,5,2,2021
0,3,3,3,1,0,2,2021
0,3,3,0,1,0,4,2021
0,3,3,1,0,19548,4,2021
0,3,3,2,0,0,4,2021
0,3,3,3,0,11,4,2021
0,3,3,3,1,0,4,2021
0,3,8,0,1,0,0,2021
0,3,8,1,0,0,0,2021
0,3,8,2,0,0,0,2021
0,3,8,3,0,0,0,2021
0,3,8,3,1,0,0,2021
0,3,8,0,1,0,2,2021
0,3,8,1,0,1,2,2021
0,3,8,2,0,93,2,2021
0,3,8,3,0,98,2,2021
0,3,8,3,1,0,2,2021
0,3,8,0,1,0,4,2021
0,3,8,1,0,1,4,2021
0,3,8,2,0,93,4,2021
0,3,8,3,0,98,4,2021
0,3,8,3,1,0,4,2021
0,3,9,0,1,0,0,2021
0,3,9,1,0,22,0,2021
0,3,9,2,0,0,0,2021
0,3,9,3,0,1,0,2021
0,3,9,3,1,0,0,2021
0,3,9,0,1,0,2,2021
0,3,9,1,0,9,2,2021
0,3,9,2,0,0,2,2021
0,3,9,3,0,1,2,2021
0,3,9,3,1,0,2,2021
0,3,9,0,1,0,4,2021
0,3,9,1,0,31,4,2021
0,3,9,2,0,0,4,2021
0,3,9,3,0,2,4,2021
0,3,9,3,1,0,4,2021
0,3,11,0,1,0,0,2021
0,3,11,1,0,0,0,2021
0,3,11,2,0,0,0,2021
0,3,11,3,0,0,0,2021
0,3,11,3,1,0,0,2021
0,3,11,0,1,0,2,2021
0,3,11,1,0,34,2,2021
0,3,11,2,0,0,2,2021
0,3,11,3,0,710,2,2021
0,3,11,3,1,0,2,2021
0,3,11,0,1,0,4,2021
0,3,11,1,0,34,4,2021
0,3,11,2,0,0,4,2021
0,3,11,3,0,710,4,2021
0,3,11,3,1,0,4,2021
0,3,14,0,1,0,0,2021
0,3,14,1,0,0,0,2021
0,3,14,2,0,0,0,2021
0,3,14,3,0,0,0,2021
0,3,14,3,1,0,0,2021
0,3,14,0,1,0,2,2021
0,3,14,1,0,2,2,2021
0,3,14,2,0,6,2,2021
0,3,14,3,0,2,2,2021
0,3,14,3,1,0,2,2021
0,3,14,0,1,0,4,2021
0,3,14,1,0,2,4,2021
0,3,14,2,0,6,4,2021
0,3,14,3,0,2,4,2021
0,3,14,3,1,0,4,2021
0,3,18,0,1,0,0,2021
0,3,18,1,0,0,0,2021
0,3,18,2,0,0,0,2021
0,3,18,3,0,0,0,2021
0,3,18,3,1,0,0,2021
0,3,18,0,1,0,2,2021
0,3,18,1,0,7,2,2021
0,3,18,2,0,1,2,2021
0,3,18,3,0,0,2,2021
0,3,18,3,1,145,2,2021
0,3,18,0,1,0,4,2021
0,3,18,1,0,7,4,2021
0,3,18,2,0,1,4,2021
0,3,18,3,0,0,4,2021
0,3,18,3,1,145,4,2021
0,3,19,0,1,0,0,2021
0,3,19,1,0,0,0,2021
0,3,19,2,0,0,0,2021
0,3,19,3,0,0,0,2021
0,3,19,3,1,0,0,2021
0,3,19,0,1,0,2,2021
0,3,19,1,0,2,2,2021
0,3,19,2,0,0,2,2021
0,3,19,3,0,1,2,2021
0,3,19,3,1,0,2,2021
0,3,19,0,1,0,4,2021
0,3,19,1,0,2,4,2021
0,3,19,2,0,0,4,2021
0,3,19,3,0,1,4,2021
0,3,19,3,1,0,4,2021
0,3,20,0,1,0,0,2021
0,3,20,1,0,0,0,2021
0,3,20,2,0,0,0,2021
0,3,20,3,0,0,0,2021
0,3,20,3,1,0,0,2021
0,3,20,0,1,0,2,2021
0,3,20,1,0,0,2,2021
0,3,20,2,0,0,2,2021
0,3,20,3,0,4,2,2021
0,3,20,3,1,0,2,2021
0,3,20,0,1,0,4,2021
0,3,20,1,0,0,4,2021
0,3,20,2,0,0,4,2021
0,3,20,3,0,4,4,2021
0,3,20,3,1,0,4,2021
0,3,21,0,1,0,0,2021
0,3,21,1,0,0,0,2021
0,3,21,2,0,0,0,2021
0,3,21,3,0,0,0,2021
0,3,21,3,1,0,0,2021
0,3,21,0,1,0,2,2021
0,3,21,1,0,0,2,2021
0,3,21,2,0,0,2,2021
0,3,21,3,0,0,2,2021
0,3,21,3,1,0,2,2021
0,3,21,0,1,0,4,2021
0,3,21,1,0,0,4,2021
0,3,21,2,0,0,4,2021
0,3,21,3,0,0,4,2021
0,3,21,3,1,0,4,2021
0,3,22,0,1,0,0,2021
0,3,22,1,0,0,0,2021
0,3,22,2,0,0,0,2021
0,3,22,3,0,0,0,2021
0,3,22,3,1,0,0,2021
0,3,22,0,1,0,2,2021
0,3,22,1,0,0,2,2021
0,3,22,2,0,0,2,2021
0,3,22,3,0,0,2,2021
0,3,22,3,1,0,2,2021
0,3,22,0,1,0,4,2021
0,3,22,1,0,0,4,2021
0,3,22,2,0,0,4,2021
0,3,22,3,0,0,4,2021
0,3,22,3,1,0,4,2021
0,3,23,0,1,0,0,2021
0,3,23,1,0,0,0,2021
0,3,23,2,0,0,0,2021
0,3,23,3,0,0,0,2021
0,3,23,3,1,0,0,2021
0,3,23,0,1,0,2,2021
0,3,23,1,0,0,2,2021
0,3,23,2,0,0,2,2021
0,3,23,3,0,34,2,2021
0,3,23,3,1,0,2,2021
0,3,23,0,1,0,4,2021
0,3,23,1,0,0,4,2021
0,3,23,2,0,0,4,2021
0,3,23,3,0,34,4,2021
0,3,23,3,1,0,4,2021
0,3,26,0,1,0,0,2021
0,3,26,1,0,0,0,2021
0,3,26,2,0,0,0,2021
0,3,26,3,0,0,0,2021
0,3,26,3,1,0,0,2021
0,3,26,0,1,0,2,2021
0,3,26,1,0,51,2,2021
0,3,26,2,0,0,2,2021
0,3,26,3,0,23,2,2021
0,3,26,3,1,0,2,2021
0,3,26,0,1,0,4,2021
0,3,26,1,0,51,4,2021
0,3,26,2,0,0,4,2021
0,3,26,3,0,23,4,2021
0,3,26,3,1,0,4,2021
0,3,27,0,1,0,0,2021
0,3,27,1,0,0,0,2021
0,3,27,2,0,0,0,2021
0,3,27,3,0,0,0,2021
0,3,27,3,1,0,0,2021
0,3,27,0,1,0,2,2021
0,3,27,1,0,188,2,2021
0,3,27,2,0,1,2,2021
0,3,27,3,0,9,2,2021
0,3,27,3,1,3,2,2021
0,3,27,0,1,0,4,2021
0,3,27,1,0,188,4,2021
0,3,27,2,0,1,4,2021
0,3,27,3,0,9,4,2021
0,3,27,3,1,3,4,2021
0,3,28,0,1,0,0,2021
0,3,28,1,0,0,0,2021
0,3,28,2,0,0,0,2021
0,3,28,3,0,0,0,2021
0,3,28,3,1,0,0,2021
0,3,28,0,1,0,2,2021
0,3,28,1,0,0,2,2021
0,3,28,2,0,0,2,2021
0,3,28,3,0,0,2,2021
0,3,28,3,1,0,2,2021
0,3,28,0,1,0,4,2021
0,3,28,1,0,0,4,2021
0,3,28,2,0,0,4,2021
0,3,28,3,0,0,4,2021
0,3,28,3,1,0,4,2021
0,3,30,0,1,0,0,2021
0,3,30,1,0,0,0,2021
0,3,30,2,0,0,0,2021
0,3,30,3,0,0,0,2021
0,3,30,3,1,0,0,2021
0,3,30,0,1,0,2,2021
0,3,30,1,0,0,2,2021
0,3,30,2,0,0,2,2021
0,3,30,3,0,0,2,2021
0,3,30,3,1,0,2,2021
0,3,30,0,1,0,4,2021
0,3,30,1,0,0,4,2021
0,3,30,2,0,0,4,2021
0,3,30,3,0,0,4,2021
0,3,30,3,1,0,4,2021
0,3,35,0,1,0,0,2021
0,3,35,1,0,0,0,2021
0,3,35,2,0,0,0,2021
0,3,35,3,0,0,0,2021
0,3,35,3,1,0,0,2021
0,3,35,0,1,0,2,2021
0,3,35,1,0,0,2,2021
0,3,35,2,0,0,2,2021
0,3,35,3,0,0,2,2021
0,3,35,3,1,0,2,2021
0,3,35,0,1,0,4,2021
0,3,35,1,0,0,4,2021
0,3,35,2,0,0,4,2021
0,3,35,3,0,0,4,2021
0,3,35,3,1,0,4,2021
0,3,40,0,1,0,0,2021
0,3,40,1,0,0,0,2021
0,3,40,2,0,0,0,2021
0,3,40,3,0,0,0,2021
0,3,40,3,1,0,0,2021
0,3,40,0,1,2801,2,2021
0,3,40,1,0,1452,2,2021
0,3,40,2,0,104,2,2021
0,3,40,3,0,0,2,2021
0,3,40,3,1,0,2,2021
0,3,40,0,1,2801,4,2021
0,3,40,1,0,1452,4,2021
0,3,40,2,0,104,4,2021
0,3,40,3,0,0,4,2021
0,3,40,3,1,0,4,2021
0,5,10,0,1,0,0,2021
0,5,10,1,0,0,0,2021
0,5,10,1,1,0,0,2021
0,5,10,0,1,0,2,2021
0,5,10,1,0,9013,2,2021
0,5,10,1,1,8411,2,2021
0,5,10,0,1,0,3,2021
0,5,10,1,0,20354,3,2021
0,5,10,1,1,18993,3,2021
0,5,10,0,1,0,4,2021
0,5,10,1,0,29367,4,2021
0,5,10,1,1,27404,4,2021
0,5,12,0,1,0,0,2021
0,5,12,1,0,183,0,2021
0,5,12,1,1,68,0,2021
0,5,12,0,1,0,2,2021
0,5,12,1,0,1817,2,2021
0,5,12,1,1,672,2,2021
0,5,12,0,1,0,3,2021
0,5,12,1,0,8162,3,2021
0,5,12,1,1,3020,3,2021
0,5,12,0,1,0,4,2021
0,5,12,1,0,10161,4,2021
0,5,12,1,1,3760,4,2021
0,5,24,0,1,0,0,2021
0,5,24,1,0,0,0,2021
0,5,24,1,1,0,0,2021
0,5,24,0,1,0,2,2021
0,5,24,1,0,480,2,2021
0,5,24,1,1,194,2,2021
0,5,24,0,1,0,3,2021
0,5,24,1,0,5514,3,2021
0,5,24,1,1,2223,3,2021
0,5,24,0,1,0,4,2021
0,5,24,1,0,5994,4,2021
0,5,24,1,1,2416,4,2021
0,5,39,0,1,0,0,2021
0,5,39,1,0,16391,0,2021
0,5,39,1,1,999,0,2021
0,5,39,0,1,0,2,2021
0,5,39,1,0,14426,2,2021
0,5,39,1,1,880,2,2021
0,5,39,0,1,0,3,2021
0,5,39,1,0,4666,3,2021
0,5,39,1,1,284,3,2021
0,5,39,0,1,0,4,2021
0,5,39,1,0,35483,4,2021
0,5,39,1,1,2163,4,2021
1,0,4,2,2,1270634,1,2021
1,0,4,4,3,2450000,1,2021
1,0,4,2,2,1270634,4,2021
1,0,4,4,3,2450000,4,2021
1,1,6,2,0,0,2,2021
1,1,6,2,0,0,4,2021
1,2,37,1,0,309409,0,2021
1,2,37,1,0,35659,2,2021
1,2,37,1,0,36845,3,2021
1,2,37,1,0,381913,4,2021
1,3,0,0,1,0,0,2021
1,3,0,1,0,0,0,2021
1,3,0,2,0,0,0,2021
1,3,0,3,0,0,0,2021
1,3,0,3,1,0,0,2021
1,3,0,0,1,0,2,2021
1,3,0,1,0,0,2,2021
1,3,0,2,0,0,2,2021
1,3,0,3,0,4712,2,2021
1,3,0,3,1,0,2,2021
1,3,0,0,1,0,4,2021
1,3,0,1,0,0,4,2021
1,3,0,2,0,0,4,2021
1,3,0,3,0,4712,4,2021
1,3,0,3,1,0,4,2021
1,3,1,0,1,0,0,2021
1,3,1,1,0,0,0,2021
1,3,1,2,0,0,0,2021
1,3,1,3,0,0,0,2021
1,3,1,3,1,0,0,2021
1,3,1,0,1,0,2,2021
1,3,1,1,0,0,2,2021
1,3,1,2,0,0,2,2021
1,3,1,3,0,11185,2,2021
1,3,1,3,1,0,2,2021
1,3,1,0,1,0,4,2021
1,3,1,1,0,0,4,2021
1,3,1,2,0,0,4,2021
1,3,1,3,0,11185,4,2021
1,3,1,3,1,0,4,2021
1,3,3,0,1,0,0,2021
1,3,3,1,0,457669,0,2021
1,3,3,2,0,0,0,2021
1,3,3,3,0,0,0,2021
1,3,3,3,1,0,0,2021
1,3,3,0,1,0,2,2021
1,3,3,1,0,389866,2,2021
1,3,3,2,0,0,2,2021
1,3,3,3,0,0,2,2021
1,3,3,3,1,0,2,2021
1,3,3,0,1,0,4,2021
1,3,3,1,0,847535,4,2021
1,3,3,2,0,0,4,2021
1,3,3,3,0,0,4,2021
1,3,3,3,1,0,4,2021
1,3,8,0,1,0,0,2021
1,3,8,1,0,0,0,2021
1,3,8,2,0,0,0,2021
1,3,8,3,0,0,0,2021
1,3,8,3,1,0,0,2021
1,3,8,0,1,0,2,2021
1,3,8,1,0,0,2,2021
1,3,8,2,0,2878,2,2021
1,3,8,3,0,6868,2,2021
1,3,8,3,1,0,2,2021
1,3,8,0,1,0,4,2021
1,3,8,1,0,0,4,2021
1,3,8,2,0,2878,4,2021
1,3,8,3,0,6868,4,2021
1,3,8,3,1,0,4,2021
1,3,9,0,1,0,0,2021
1,3,9,1,0,432282,0,2021
1,3,9,2,0,0,0,2021
1,3,9,3,0,0,0,2021
1,3,9,3,1,0,0,2021
1,3,9,0,1,0,2,2021
1,3,9,1,0,168110,2,2021
1,3,9,2,0,0,2,2021
1,3,9,3,0,0,2,2021
1,3,9,3,1,0,2,2021
1,3,9,0,1,0,4,2021
1,3,9,1,0,600391,4,2021
1,3,9,2,0,0,4,2021
1,3,9,3,0,0,4,2021
1,3,9,3,1,0,4,2021
1,3,11,0,1,0,0,2021
1,3,11,1,0,0,0,2021
1,3,11,2,0,0,0,2021
1,3,11,3,0,0,0,2021
1,3,11,3,1,0,0,2021
1,3,11,0,1,0,2,2021
1,3,11,1,0,0,2,2021
1,3,11,2,0,0,2,2021
1,3,11,3,0,2506,2,2021
1,3,11,3,1,0,2,2021
1,3,11,0,1,0,4,2021
1,3,11,1,0,0,4,2021
1,3,11,2,0,0,4,2021
1,3,11,3,0,2506,4,2021
1,3,11,3,1,0,4,2021
1,3,14,0,1,0,0,2021
1,3,14,1,0,0,0,2021
1,3,14,2,0,0,0,2021
1,3,14,3,0,0,0,2021
1,3,14,3,1,0,0,2021
1,3,14,0,1,0,2,2021
1,3,14,1,0,4771,2,2021
1,3,14,2,0,0,2,2021
1,3,14,3,0,6444,2,2021
1,3,14,3,1,0,2,2021
1,3,14,0,1,0,4,2021
1,3,14,1,0,4771,4,2021
1,3,14,2,0,0,4,2021
1,3,14,3,0,6444,4,2021
1,3,14,3,1,0,4,2021
1,3,18,0,1,0,0,2021
1,3,18,1,0,0,0,2021
1,3,18,2,0,0,0,2021
1,3,18,3,0,0,0,2021
1,3,18,3,1,0,0,2021
1,3,18,0,1,0,2,2021
1,3,18,1,0,2,2,2021
1,3,18,2,0,0,2,2021
1,3,18,3,0,0,2,2021
1,3,18,3,1,18576,2,2021
1,3,18,0,1,0,4,2021
1,3,18,1,0,2,4,2021
1,3,18,2,0,0,4,2021
1,3,18,3,0,0,4,2021
1,3,18,3,1,18576,4,2021
1,3,19,0,1,0,0,2021
1,3,19,1,0,0,0,2021
1,3,19,2,0,0,0,2021
1,3,19,3,0,0,0,2021
1,3,19,3,1,0,0,2021
1,3,19,0,1,0,2,2021
1,3,19,1,0,392,2,2021
1,3,19,2,0,0,2,2021
1,3,19,3,0,6660,2,2021
1,3,19,3,1,370,2,2021
1,3,19,0,1,0,4,2021
1,3,19,1,0,392,4,2021
1,3,19,2,0,0,4,2021
1,3,19,3,0,6660,4,2021
1,3,19,3,1,370,4,2021
1,3,20,0,1,0,0,2021
1,3,20,1,0,0,0,2021
1,3,20,2,0,0,0,2021
1,3,20,3,0,0,0,2021
1,3,20,3,1,0,0,2021
1,3,20,0,1,0,2,2021
1,3,20,1,0,0,2,2021
1,3,20,2,0,130,2,2021
1,3,20,3,0,1526,2,2021
1,3,20,3,1,170,2,2021
1,3,20,0,1,0,4,2021
1,3,20,1,0,0,4,2021
1,3,20,2,0,130,4,2021
1,3,20,3,0,1526,4,2021
1,3,20,3,1,170,4,2021
1,3,21,0,1,0,0,2021
1,3,21,1,0,0,0,2021
1,3,21,2,0,0,0,2021
1,3,21,3,0,0,0,2021
1,3,21,3,1,0,0,2021
1,3,21,0,1,0,2,2021
1,3,21,1,0,0,2,2021
1,3,21,2,0,0,2,2021
1,3,21,3,0,26,2,2021
1,3,21,3,1,0,2,2021
1,3,21,0,1,0,4,2021
1,3,21,1,0,0,4,2021
1,3,21,2,0,0,4,2021
1,3,21,3,0,26,4,2021
1,3,21,3,1,0,4,2021
1,3,22,0,1,0,0,2021
1,3,22,1,0,0,0,2021
1,3,22,2,0,0,0,2021
1,3,22,3,0,0,0,2021
1,3,22,3,1,0,0,2021
1,3,22,0,1,0,2,2021
1,3,22,1,0,0,2,2021
1,3,22,2,0,0,2,2021
1,3,22,3,0,31,2,2021
1,3,22,3,1,0,2,2021
1,3,22,0,1,0,4,2021
1,3,22,1,0,0,4,2021
1,3,22,2,0,0,4,2021
1,3,22,3,0,31,4,2021
1,3,22,3,1,0,4,2021
1,3,23,0,1,0,0,2021
1,3,23,1,0,0,0,2021
1,3,23,2,0,0,0,2021
1,3,23,3,0,0,0,2021
1,3,23,3,1,0,0,2021
1,3,23,0,1,0,2,2021
1,3,23,1,0,0,2,2021
1,3,23,2,0,0,2,2021
1,3,23,3,0,4170,2,2021
1,3,23,3,1,0,2,2021
1,3,23,0,1,0,4,2021
1,3,23,1,0,0,4,2021
1,3,23,2,0,0,4,2021
1,3,23,3,0,4170,4,2021
1,3,23,3,1,0,4,2021
1,3,26,0,1,0,0,2021
1,3,26,1,0,0,0,2021
1,3,26,2,0,0,0,2021
1,3,26,3,0,0,0,2021
1,3,26,3,1,0,0,2021
1,3,26,0,1,0,2,2021
1,3,26,1,0,44377,2,2021
1,3,26,2,0,0,2,2021
1,3,26,3,0,8969,2,2021
1,3,26,3,1,0,2,2021
1,3,26,0,1,0,4,2021
1,3,26,1,0,44377,4,2021
1,3,26,2,0,0,4,2021
1,3,26,3,0,8969,4,2021
1,3,26,3,1,0,4,2021
1,3,27,0,1,0,0,2021
1,3,27,1,0,0,0,2021
1,3,27,2,0,0,0,2021
1,3,27,3,0,0,0,2021
1,3,27,3,1,0,0,2021
1,3,27,0,1,0,2,2021
1,3,27,1,0,0,2,2021
1,3,27,2,0,812,2,2021
1,3,27,3,0,5673,2,2021
1,3,27,3,1,1891,2,2021
1,3,27,0,1,0,4,2021
1,3,27,1,0,0,4,2021
1,3,27,2,0,812,4,2021
1,3,27,3,0,5673,4,2021
1,3,27,3,1,1891,4,2021
1,3,28,0,1,0,0,2021
1,3,28,1,0,0,0,2021
1,3,28,2,0,0,0,2021
1,3,28,3,0,0,0,2021
1,3,28,3,1,0,0,2021
1,3,28,0,1,0,2,2021
1,3,28,1,0,0,2,2021
1,3,28,2,0,0,2,2021
1,3,28,3,0,399,2,2021
1,3,28,3,1,0,2,2021
1,3,28,0,1,0,4,2021
1,3,28,1,0,0,4,2021
1,3,28,2,0,0,4,2021
1,3,28,3,0,399,4,2021
1,3,28,3,1,0,4,2021
1,3,30,0,1,0,0,2021
1,3,30,1,0,0,0,2021
1,3,30,2,0,0,0,2021
1,3,30,3,0,0,0,2021
1,3,30,3,1,0,0,2021
1,3,30,0,1,0,2,2021
1,3,30,1,0,0,2,2021
1,3,30,2,0,0,2,2021
1,3,30,3,0,11,2,2021
1,3,30,3,1,0,2,2021
1,3,30,0,1,0,4,2021
1,3,30,1,0,0,4,2021
1,3,30,2,0,0,4,2021
1,3,30,3,0,11,4,2021
1,3,30,3,1,0,4,2021
1,3,35,0,1,0,0,2021
1,3,35,1,0,0,0,2021
1,3,35,2,0,0,0,2021
1,3,35,3,0,0,0,2021
1,3,35,3,1,0,0,2021
1,3,35,0,1,0,2,2021
1,3,35,1,0,0,2,2021
1,3,35,2,0,0,2,2021
1,3,35,3,0,118,2,2021
1,3,35,3,1,0,2,2021
1,3,35,0,1,0,4,2021
1,3,35,1,0,0,4,2021
1,3,35,2,0,0,4,2021
1,3,35,3,0,118,4,2021
1,3,35,3,1,0,4,2021
1,3,40,0,1,0,0,2021
1,3,40,1,0,0,0,2021
1,3,40,2,0,0,0,2021
1,3,40,3,0,0,0,2021
1,3,40,3,1,0,0,2021
1,3,40,0,1,48222,2,2021
1,3,40,1,0,45684,2,2021
1,3,40,2,0,2644,2,2021
1,3,40,3,0,0,2,2021
1,3,40,3,1,0,2,2021
1,3,40,0,1,48222,4,2021
1,3,40,1,0,45684,4,2021
1,3,40,2,0,2644,4,2021
1,3,40,3,0,0,4,2021
1,3,40,3,1,0,4,2021
1,5,10,0,1,0,0,2021
1,5,10,1,0,40,0,2021
1,5,10,1,1,14,0,2021
1,5,10,0,1,0,2,2021
1,5,10,1,0,152258,2,2021
1,5,10,1,1,52628,2,2021
1,5,10,0,1,0,3,2021
1,5,10,1,0,589374,3,2021
1,5,10,1,1,203719,3,2021
1,5,10,0,1,0,4,2021
1,5,10,1,0,741672,4,2021
1,5,10,1,1,256361,4,2021
1,5,12,0,1,0,0,2021
1,5,12,1,0,20501,0,2021
1,5,12,1,1,3431,0,2021
1,5,12,0,1,0,2,2021
1,5,12,1,0,107161,2,2021
1,5,12,1,1,17934,2,2021
1,5,12,0,1,0,3,2021
1,5,12,1,0,357010,3,2021
1,5,12,1,1,59747,3,2021
1,5,12,0,1,0,4,2021
1,5,12,1,0,484672,4,2021
1,5,12,1,1,81112,4,2021
1,5,24,0,1,0,0,2021
1,5,24,1,0,0,0,2021
1,5,24,1,1,0,0,2021
1,5,24,0,1,0,2,2021
1,5,24,1,0,0,2,2021
1,5,24,1,1,0,2,2021
1,5,24,0,1,0,3,2021
1,5,24,1,0,90749,3,2021
1,5,24,1,1,16380,3,2021
1,5,24,0,1,0,4,2021
1,5,24,1,0,90749,4,2021
1,5,24,1,1,16380,4,2021
1,5,39,0,1,0,0,2021
1,5,39,1,0,50834,0,2021
1,5,39,1,1,1591,0,2021
1,5,39,0,1,0,2,2021
1,5,39,1,0,301477,2,2021
1,5,39,1,1,9433,2,2021
1,5,39,0,1,0,3,2021
1,5,39,1,0,33753,3,2021
1,5,39,1,1,1056,3,2021
1,5,39,0,1,0,4,2021
1,5,39,1,0,386065,4,2021
1,5,39,1,1,12080,4,2021
2,1,6,2,0,2720,2,2021
2,1,6,2,0,2720,4,2021
2,3,0,0,1,0,0,2021
2,3,0,1,0,0,0,2021
2,3,0,2,0,0,0,2021
2,3,0,3,0,0,0,2021
2,3,0,3,1,0,0,2021
2,3,0,0,1,0,2,2021
2,3,0,1,0,0,2,2021
2,3,0,2,0,0,2,2021
2,3,0,3,0,66,2,2021
2,3,0,3,1,0,2,2021
2,3,0,0,1,0,4,2021
2,3,0,1,0,0,4,2021
2,3,0,2,0,0,4,2021
2,3,0,3,0,66,4,2021
2,3,0,3,1,0,4,2021
2,3,1,0,1,0,0,2021
2,3,1,1,0,0,0,2021
2,3,1,2,0,0,0,2021
2,3,1,3,0,0,0,2021
2,3,1,3,1,0,0,2021
2,3,1,0,1,0,2,2021
2,3,1,1,0,85,2,2021
2,3,1,2,0,4,2,2021
2,3,1,3,0,48,2,2021
2,3,1,3,1,0,2,2021
2,3,1,0,1,0,4,2021
2,3,1,1,0,85,4,2021
2,3,1,2,0,4,4,2021
2,3,1,3,0,48,4,2021
2,3,1,3,1,0,4,2021
2,3,3,0,1,0,0,2021
2,3,3,1,0,20769,0,2021
2,3,3,2,0,0,0,2021
2,3,3,3,0,12,0,2021
2,3,3,3,1,0,0,2021
2,3,3,0,1,0,2,2021
2,3,3,1,0,17692,2,2021
2,3,3,2,0,0,2,2021
2,3,3,3,0,10,2,2021
2,3,3,3,1,0,2,2021
2,3,3,0,1,0,4,2021
2,3,3,1,0,38461,4,2021
2,3,3,2,0,0,4,2021
2,3,3,3,0,22,4,2021
2,3,3,3,1,0,4,2021
2,3,8,0,1,0,0,2021
2,3,8,1,0,0,0,2021
2,3,8,2,0,0,0,2021
2,3,8,3,0,0,0,2021
2,3,8,3,1,0,0,2021
2,3,8,0,1,0,2,2021
2,3,8,1,0,22,2,2021
2,3,8,2,0,2002,2,2021
2,3,8,3,0,2123,2,2021
2,3,8,3,1,0,2,2021
2,3,8,0,1,0,4,2021
2,3,8,1,0,22,4,2021
2,3,8,2,0,2002,4,2021
2,3,8,3,0,2123,4,2021
2,3,8,3,1,0,4,2021
2,3,9,0,1,0,0,2021
2,3,9,1,0,6832,0,2021
2,3,9,2,0,0,0,2021
2,3,9,3,0,438,0,2021
2,3,9,3,1,0,0,2021
2,3,9,0,1,0,2,2021
2,3,9,1,0,2657,2,2021
2,3,9,2,0,0,2,2021
2,3,9,3,0,170,2,2021
2,3,9,3,1,0,2,2021
2,3,9,0,1,0,4,2021
2,3,9,1,0,9489,4,2021
2,3,9,2,0,0,4,2021
2,3,9,3,0,608,4,2021
2,3,9,3,1,0,4,2021
2,3,11,0,1,0,0,2021
2,3,11,1,0,0,0,2021
2,3,11,2,0,0,0,2021
2,3,11,3,0,0,0,2021
2,3,11,3,1,0,0,2021
2,3,11,0,1,0,2,2021
2,3,11,1,0,65,2,2021
2,3,11,2,0,0,2,2021
2,3,11,3,0,1348,2,2021
2,3,11,3,1,0,2,2021
2,3,11,0,1,0,4,2021
2,3,11,1,0,65,4,2021
2,3,11,2,0,0,4,2021
2,3,11,3,0,1348,4,2021
2,3,11,3,1,0,4,2021
2,3,14,0,1,0,0,2021
2,3,14,1,0,0,0,2021
2,3,14,2,0,0,0,2021
2,3,14,3,0,0,0,2021
2,3,14,3,1,0,0,2021
2,3,14,0,1,0,2,2021
2,3,14,1,0,54,2,2021
2,3,14,2,0,147,2,2021
2,3,14,3,0,51,2,2021
2,3,14,3,1,0,2,2021
2,3,14,0,1,0,4,2021
2,3,14,1,0,54,4,2021
2,3,14,2,0,147,4,2021
2,3,14,3,0,51,4,2021
2,3,14,3,1,0,4,2021
2,3,18,0,1,0,0,2021
2,3,18,1,0,0,0,2021
2,3,18,2,0,0,0,2021
2,3,18,3,0,0,0,2021
2,3,18,3,1,0,0,2021
2,3,18,0,1,0,2,2021
2,3,18,1,0,61,2,2021
2,3,18,2,0,5,2,2021
2,3,18,3,0,0,2,2021
2,3,18,3,1,1285,2,2021
2,3,18,0,1,0,4,2021
2,3,18,1,0,61,4,2021
2,3,18,2,0,5,4,2021
2,3,18,3,0,0,4,2021
2,3,18,3,1,1285,4,2021
2,3,19,0,1,0,0,2021
2,3,19,1,0,0,0,2021
2,3,19,2,0,0,0,2021
2,3,19,3,0,0,0,2021
2,3,19,3,1,0,0,2021
2,3,19,0,1,0,2,2021
2,3,19,1,0,301,2,2021
2,3,19,2,0,4,2,2021
2,3,19,3,0,139,2,2021
2,3,19,3,1,8,2,2021
2,3,19,0,1,0,4,2021
2,3,19,1,0,301,4,2021
