Jurisdiction,Category,Type,Management,Fate,y,ds,Sub-stream
WA,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2019-12-31,3
WA,Hazardous wastes,Pesticides (H),Treatment,Disposal,870,2019-12-31,3
WA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2019-12-31,3
WA,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2019-12-31,3
WA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2019-12-31,2
WA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2019-12-31,2
WA,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2019-12-31,2
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2019-12-31,2
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2019-12-31,2
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2019-12-31,2
WA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2019-12-31,3
WA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2019-12-31,3
WA,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,24,2019-12-31,3
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,2130,2019-12-31,3
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2019-12-31,3
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2019-12-31,3
WA,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2019-12-31,2
WA,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2019-12-31,2
WA,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2019-12-31,2
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2019-12-31,2
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2019-12-31,2
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2019-12-31,2
WA,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2019-12-31,3
WA,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2019-12-31,3
WA,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2019-12-31,3
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,17,2019-12-31,3
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2019-12-31,3
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2019-12-31,3
WA,Hazardous wastes,Tyres (T140),Landfill,Disposal,0,2019-12-31,2
WA,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2019-12-31,2
WA,Hazardous wastes,Tyres (T140),Recycling,Recycling,0,2019-12-31,2
WA,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2019-12-31,2
WA,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2019-12-31,2
WA,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2019-12-31,2
WA,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,20803,2019-12-31,3
WA,Hazardous wastes,Tyres (T140),Landfill,Disposal,19087,2019-12-31,3
WA,Hazardous wastes,Tyres (T140),Other disposal,Disposal,808,2019-12-31,3
WA,Hazardous wastes,Tyres (T140),Recycling,Recycling,20702,2019-12-31,3
WA,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2019-12-31,3
WA,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2019-12-31,3
WA,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2019-12-31,3
WA,Metals,Aluminium,Recycling,Recycling,3321,2019-12-31,2
WA,Metals,Aluminium,Recycling,Recycling,16691,2019-12-31,3
WA,Metals,Aluminium,Recycling,Recycling,3539,2019-12-31,1
WA,Metals,Iron and steel,Recycling,Recycling,138870,2019-12-31,2
WA,Metals,Iron and steel,Recycling,Recycling,418334,2019-12-31,3
WA,Metals,Iron and steel,Recycling,Recycling,64931,2019-12-31,1
WA,Metals,Non-ferrous metals (ex. aluminium),Recycling,Recycling,255,2019-12-31,2
WA,Metals,Non-ferrous metals (ex. aluminium),Recycling,Recycling,11051,2019-12-31,3
WA,Metals,Non-ferrous metals (ex. aluminium),Recycling,Recycling,157,2019-12-31,1
WA,Organics,Food organics,Energy from waste facility,Energy recovery,0,2019-12-31,2
WA,Organics,Food organics,Landfill,Disposal,0,2019-12-31,2
WA,Organics,Food organics,Landfill,Energy recovery,0,2019-12-31,2
WA,Organics,Food organics,Recycling,Recycling,0,2019-12-31,2
WA,Organics,Food organics,Energy from waste facility,Energy recovery,0,2019-12-31,3
WA,Organics,Food organics,Landfill,Disposal,133522,2019-12-31,3
WA,Organics,Food organics,Landfill,Energy recovery,23605,2019-12-31,3
WA,Organics,Food organics,Recycling,Recycling,26972,2019-12-31,3
WA,Organics,Food organics,Energy from waste facility,Energy recovery,0,2019-12-31,1
WA,Organics,Food organics,Landfill,Disposal,295055,2019-12-31,1
WA,Organics,Food organics,Landfill,Energy recovery,52161,2019-12-31,1
WA,Organics,Food organics,Recycling,Recycling,47948,2019-12-31,1
WA,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2019-12-31,2
WA,Organics,Garden organics,Landfill,Disposal,6213,2019-12-31,2
WA,Organics,Garden organics,Landfill,Energy recovery,581,2019-12-31,2
WA,Organics,Garden organics,Recycling,Recycling,10174,2019-12-31,2
WA,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2019-12-31,3
WA,Organics,Garden organics,Landfill,Disposal,26735,2019-12-31,3
WA,Organics,Garden organics,Landfill,Energy recovery,2498,2019-12-31,3
WA,Organics,Garden organics,Recycling,Recycling,26919,2019-12-31,3
WA,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2019-12-31,1
WA,Organics,Garden organics,Landfill,Disposal,149698,2019-12-31,1
WA,Organics,Garden organics,Landfill,Energy recovery,13989,2019-12-31,1
WA,Organics,Garden organics,Recycling,Recycling,150870,2019-12-31,1
WA,Organics,Other organics,Energy from waste facility,Energy recovery,0,2019-12-31,2
WA,Organics,Other organics,Landfill,Disposal,0,2019-12-31,2
WA,Organics,Other organics,Landfill,Energy recovery,0,2019-12-31,2
WA,Organics,Other organics,Recycling,Recycling,0,2019-12-31,2
WA,Organics,Other organics,Energy from waste facility,Energy recovery,0,2019-12-31,3
WA,Organics,Other organics,Landfill,Disposal,9964,2019-12-31,3
WA,Organics,Other organics,Landfill,Energy recovery,999,2019-12-31,3
WA,Organics,Other organics,Recycling,Recycling,0,2019-12-31,3
WA,Organics,Other organics,Energy from waste facility,Energy recovery,0,2019-12-31,1
WA,Organics,Other organics,Landfill,Disposal,36066,2019-12-31,1
WA,Organics,Other organics,Landfill,Energy recovery,3615,2019-12-31,1
WA,Organics,Other organics,Recycling,Recycling,0,2019-12-31,1
WA,Organics,Timber,Energy from waste facility,Energy recovery,0,2019-12-31,2
WA,Organics,Timber,Landfill,Disposal,20078,2019-12-31,2
WA,Organics,Timber,Landfill,Energy recovery,304,2019-12-31,2
WA,Organics,Timber,Recycling,Recycling,8663,2019-12-31,2
WA,Organics,Timber,Energy from waste facility,Energy recovery,0,2019-12-31,3
WA,Organics,Timber,Landfill,Disposal,89991,2019-12-31,3
WA,Organics,Timber,Landfill,Energy recovery,1362,2019-12-31,3
WA,Organics,Timber,Recycling,Recycling,74113,2019-12-31,3
WA,Organics,Timber,Energy from waste facility,Energy recovery,0,2019-12-31,1
WA,Organics,Timber,Landfill,Disposal,9773,2019-12-31,1
WA,Organics,Timber,Landfill,Energy recovery,148,2019-12-31,1
WA,Organics,Timber,Recycling,Recycling,1957,2019-12-31,1
WA,Paper & cardboard,Cardboard,Recycling,Recycling,0,2019-12-31,2
WA,Paper & cardboard,Cardboard,Recycling,Recycling,104812,2019-12-31,3
WA,Paper & cardboard,Cardboard,Recycling,Recycling,97272,2019-12-31,1
WA,Paper & cardboard,Newsprint & magazines,Recycling,Recycling,0,2019-12-31,2
WA,Paper & cardboard,Newsprint & magazines,Recycling,Recycling,14145,2019-12-31,3
WA,Paper & cardboard,Newsprint & magazines,Recycling,Recycling,29565,2019-12-31,1
WA,Paper & cardboard,Office paper,Recycling,Recycling,0,2019-12-31,2
WA,Paper & cardboard,Office paper,Recycling,Recycling,10539,2019-12-31,3
WA,Paper & cardboard,Office paper,Recycling,Recycling,28,2019-12-31,1
WA,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,0,2019-12-31,2
WA,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,0,2019-12-31,3
WA,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,0,2019-12-31,1
WA,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,1510,2019-12-31,2
WA,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,2232,2019-12-31,3
WA,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,4318,2019-12-31,1
WA,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,0,2019-12-31,2
WA,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,1634,2019-12-31,3
WA,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,103,2019-12-31,1
WA,Plastics,Other plastics (7),Recycling,Recycling,72,2019-12-31,2
WA,Plastics,Other plastics (7),Recycling,Recycling,2785,2019-12-31,3
WA,Plastics,Other plastics (7),Recycling,Recycling,375,2019-12-31,1
WA,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,0,2019-12-31,2
WA,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,412,2019-12-31,3
WA,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,3158,2019-12-31,1
WA,Plastics,Polypropylene (PP) (5),Recycling,Recycling,0,2019-12-31,2
WA,Plastics,Polypropylene (PP) (5),Recycling,Recycling,605,2019-12-31,3
WA,Plastics,Polypropylene (PP) (5),Recycling,Recycling,1764,2019-12-31,1
WA,Plastics,Polystyrene (PS) (6),Recycling,Recycling,0,2019-12-31,2
WA,Plastics,Polystyrene (PS) (6),Recycling,Recycling,519,2019-12-31,3
WA,Plastics,Polystyrene (PS) (6),Recycling,Recycling,239,2019-12-31,1
WA,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,17,2019-12-31,2
WA,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,0,2019-12-31,3
WA,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,212,2019-12-31,1
WA,"Textiles, leather & rubber (excl. tyres)",Textiles,Recycling,Recycling,0,2019-12-31,2
WA,"Textiles, leather & rubber (excl. tyres)",Textiles,Recycling,Recycling,41,2019-12-31,3
WA,"Textiles, leather & rubber (excl. tyres)",Textiles,Recycling,Recycling,2962,2019-12-31,1
ACT,Biosolids,Biosolids,Other disposal,Disposal,58202,2018-12-31,3
ACT,Biosolids,Biosolids,Recycling,Recycling,0,2018-12-31,3
ACT,Building and demolition materials,Asphalt,Landfill,Disposal,0,2018-12-31,2
ACT,Building and demolition materials,Asphalt,Recycling,Recycling,0,2018-12-31,2
ACT,Building and demolition materials,Asphalt,Landfill,Disposal,0,2018-12-31,3
ACT,Building and demolition materials,Asphalt,Recycling,Recycling,0,2018-12-31,3
ACT,Building and demolition materials,Asphalt,Landfill,Disposal,0,2018-12-31,1
ACT,Building and demolition materials,Asphalt,Recycling,Recycling,0,2018-12-31,1
ACT,Building and demolition materials,"Bricks, concrete and pavers",Landfill,Disposal,232,2018-12-31,2
ACT,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,0,2018-12-31,2
ACT,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,0,2018-12-31,2
ACT,Building and demolition materials,"Bricks, concrete and pavers",Landfill,Disposal,857,2018-12-31,3
ACT,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,0,2018-12-31,3
ACT,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,0,2018-12-31,3
ACT,Building and demolition materials,"Bricks, concrete and pavers",Landfill,Disposal,0,2018-12-31,1
ACT,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,0,2018-12-31,1
ACT,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,0,2018-12-31,1
ACT,Building and demolition materials,Plasterboard & cement sheeting,Landfill,Disposal,4033,2018-12-31,2
ACT,Building and demolition materials,Plasterboard & cement sheeting,Recycling,Recycling,0,2018-12-31,2
ACT,Building and demolition materials,Plasterboard & cement sheeting,Landfill,Disposal,11196,2018-12-31,3
ACT,Building and demolition materials,Plasterboard & cement sheeting,Recycling,Recycling,0,2018-12-31,3
ACT,Building and demolition materials,Plasterboard & cement sheeting,Landfill,Disposal,0,2018-12-31,1
ACT,Building and demolition materials,Plasterboard & cement sheeting,Recycling,Recycling,0,2018-12-31,1
ACT,Building and demolition materials,"Soil, sand and rock not contaminated above any threshold requiring classification as contaminated soils (N120)",Waste reuse,Waste reuse,61038,2018-12-31,2
ACT,Glass,Glass from food and beverage containers,Recycling,Recycling,0,2018-12-31,2
ACT,Glass,Glass from food and beverage containers,Recycling,Recycling,0,2018-12-31,3
ACT,Glass,Glass from food and beverage containers,Recycling,Recycling,0,2018-12-31,1
ACT,Hazardous wastes,Acids (B),Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Acids (B),Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Acids (B),Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Acids (B),Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Acids (B),Landfill,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Acids (B),Recycling,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Acids (B),Treatment,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Acids (B),Treatment,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Alkalis (C),Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Alkalis (C),Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Alkalis (C),Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Alkalis (C),Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Alkalis (C),Landfill,Disposal,1,2018-12-31,3
ACT,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Alkalis (C),Recycling,Recycling,4,2018-12-31,3
ACT,Hazardous wastes,Alkalis (C),Treatment,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Alkalis (C),Treatment,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Asbestos (N220),Landfill,Disposal,50864,2018-12-31,2
ACT,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,1,2018-12-31,2
ACT,Hazardous wastes,Asbestos (N220),Recycling,Recycling,13,2018-12-31,2
ACT,Hazardous wastes,Asbestos (N220),Treatment,Disposal,40,2018-12-31,2
ACT,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Asbestos (N220),Landfill,Disposal,43329,2018-12-31,3
ACT,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,1,2018-12-31,3
ACT,Hazardous wastes,Asbestos (N220),Recycling,Recycling,11,2018-12-31,3
ACT,Hazardous wastes,Asbestos (N220),Treatment,Disposal,34,2018-12-31,3
ACT,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,26,2018-12-31,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,88,2018-12-31,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,1,2018-12-31,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,68,2018-12-31,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,531,2018-12-31,2
ACT,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,5,2018-12-31,2
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,6,2018-12-31,2
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,25,2018-12-31,2
ACT,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,206,2018-12-31,3
ACT,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,2,2018-12-31,3
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,2,2018-12-31,3
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,10,2018-12-31,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,76,2018-12-31,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,1,2018-12-31,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,4137,2018-12-31,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,351,2018-12-31,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,351,2018-12-31,3
ACT,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,3,2018-12-31,3
ACT,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,30,2018-12-31,3
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,1,2018-12-31,3
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,9,2018-12-31,3
ACT,Hazardous wastes,Oils (J),Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Oils (J),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Oils (J),Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Oils (J),Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Oils (J),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Oils (J),Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Oils (J),Landfill,Disposal,28,2018-12-31,3
ACT,Hazardous wastes,Oils (J),Other disposal,Disposal,1,2018-12-31,3
ACT,Hazardous wastes,Oils (J),Recycling,Recycling,696,2018-12-31,3
ACT,Hazardous wastes,Oils (J),Treatment,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Oils (J),Treatment,Energy recovery,100,2018-12-31,3
ACT,Hazardous wastes,Oils (J),Treatment,Recycling,398,2018-12-31,3
ACT,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,21,2018-12-31,3
ACT,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,3,2018-12-31,3
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,5,2018-12-31,3
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Organic solvents (G),Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Organic solvents (G),Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Organic solvents (G),Recycling,Recycling,7,2018-12-31,3
ACT,Hazardous wastes,Organic solvents (G),Treatment,Disposal,4,2018-12-31,3
ACT,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Other,Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Other,Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Other,Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Other,Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Other,Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Other,Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Other,Landfill,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Other,Other disposal,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Other,Recycling,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Other,Treatment,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Other,Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Other,Treatment,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2018-12-31,2
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,4,2018-12-31,3
ACT,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2018-12-31,3
ACT,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,6,2018-12-31,3
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,30,2018-12-31,3
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2018-12-31,3
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2018-12-31,3
ACT,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2018-12-31,2
ACT,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,0,2018-12-31,2
ACT,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,0,2018-12-31,2
