Jurisdiction,Category,Type,Management,Fate,y,ds,Sub_stream_name,Sub_stream_index
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,100,2017-12-31,C&I core,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,78,2017-12-31,C&I core,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,28,2017-12-31,Total,9
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,100,2017-12-31,Total,9
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,78,2017-12-31,Total,9
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,14,2017-12-31,C&D,2
ACT,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,5,2017-12-31,C&I core,3
ACT,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,20,2017-12-31,Total,9
ACT,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,65,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,1,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,665,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,65,2017-12-31,Total,9
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,1,2017-12-31,Total,9
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,665,2017-12-31,Total,9
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,Oils (J),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Oils (J),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Oils (J),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Oils (J),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Oils (J),Landfill,Disposal,6,2017-12-31,C&I core,3
ACT,Hazardous wastes,Oils (J),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Oils (J),Treatment,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Oils (J),Treatment,Energy recovery,64,2017-12-31,C&I core,3
ACT,Hazardous wastes,Oils (J),Landfill,Disposal,6,2017-12-31,Total,9
ACT,Hazardous wastes,Oils (J),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Oils (J),Treatment,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Oils (J),Treatment,Energy recovery,64,2017-12-31,Total,9
ACT,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,1,2017-12-31,C&I core,3
ACT,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,9,2017-12-31,C&I core,3
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,1,2017-12-31,Total,9
ACT,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,9,2017-12-31,Total,9
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Organic solvents (G),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Organic solvents (G),Treatment,Disposal,10,2017-12-31,C&I core,3
ACT,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,1,2017-12-31,C&I core,3
ACT,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Organic solvents (G),Treatment,Disposal,10,2017-12-31,Total,9
ACT,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,1,2017-12-31,Total,9
ACT,Hazardous wastes,Other,Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other,Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other,Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other,Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other,Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other,Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other,Treatment,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other,Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other,Landfill,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Other,Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Other,Treatment,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Other,Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,5,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,36,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,5,2017-12-31,Total,9
ACT,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,36,2017-12-31,Total,9
ACT,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,9,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,4,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,9,2017-12-31,Total,9
ACT,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,4,2017-12-31,Total,9
ACT,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,11,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,3,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,1,2017-12-31,C&I core,3
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,11,2017-12-31,Total,9
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,3,2017-12-31,Total,9
ACT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,1,2017-12-31,Total,9
ACT,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Pesticides (H),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Pesticides (H),Treatment,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Pesticides (H),Treatment,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Hazardous wastes,Tyres (T140),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2017-12-31,C&D,2
ACT,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,1083,2017-12-31,C&I core,3
ACT,Hazardous wastes,Tyres (T140),Landfill,Disposal,2375,2017-12-31,C&I core,3
ACT,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2017-12-31,C&I core,3
ACT,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,1083,2017-12-31,Total,9
ACT,Hazardous wastes,Tyres (T140),Landfill,Disposal,2375,2017-12-31,Total,9
ACT,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2017-12-31,Total,9
ACT,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2017-12-31,Total,9
ACT,Metals,Aluminium,Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Metals,Aluminium,Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Metals,Aluminium,Landfill,Disposal,729,2017-12-31,MSW,1
ACT,Metals,Aluminium,Landfill,Disposal,729,2017-12-31,Total,9
ACT,Organics,Food organics,Energy from waste facility,Energy recovery,0,2017-12-31,C&D,2
ACT,Organics,Food organics,Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Organics,Food organics,Landfill,Energy recovery,0,2017-12-31,C&D,2
ACT,Organics,Food organics,Energy from waste facility,Energy recovery,0,2017-12-31,C&I core,3
ACT,Organics,Food organics,Landfill,Disposal,10871,2017-12-31,C&I core,3
ACT,Organics,Food organics,Landfill,Energy recovery,5795,2017-12-31,C&I core,3
ACT,Organics,Food organics,Energy from waste facility,Energy recovery,0,2017-12-31,MSW,1
ACT,Organics,Food organics,Landfill,Disposal,23260,2017-12-31,MSW,1
ACT,Organics,Food organics,Landfill,Energy recovery,12400,2017-12-31,MSW,1
ACT,Organics,Food organics,Energy from waste facility,Energy recovery,0,2017-12-31,Total,9
ACT,Organics,Food organics,Landfill,Disposal,34131,2017-12-31,Total,9
ACT,Organics,Food organics,Landfill,Energy recovery,18196,2017-12-31,Total,9
ACT,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2017-12-31,C&D,2
ACT,Organics,Garden organics,Landfill,Disposal,363,2017-12-31,C&D,2
ACT,Organics,Garden organics,Landfill,Energy recovery,88,2017-12-31,C&D,2
ACT,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2017-12-31,C&I core,3
ACT,Organics,Garden organics,Landfill,Disposal,1918,2017-12-31,C&I core,3
ACT,Organics,Garden organics,Landfill,Energy recovery,463,2017-12-31,C&I core,3
ACT,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2017-12-31,MSW,1
ACT,Organics,Garden organics,Landfill,Disposal,8162,2017-12-31,MSW,1
ACT,Organics,Garden organics,Landfill,Energy recovery,1972,2017-12-31,MSW,1
ACT,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2017-12-31,Total,9
ACT,Organics,Garden organics,Landfill,Disposal,10443,2017-12-31,Total,9
ACT,Organics,Garden organics,Landfill,Energy recovery,2523,2017-12-31,Total,9
ACT,Organics,Other organics,Energy from waste facility,Energy recovery,0,2017-12-31,C&D,2
ACT,Organics,Other organics,Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Organics,Other organics,Landfill,Energy recovery,0,2017-12-31,C&D,2
ACT,Organics,Other organics,Energy from waste facility,Energy recovery,0,2017-12-31,C&I core,3
ACT,Organics,Other organics,Landfill,Disposal,511,2017-12-31,C&I core,3
ACT,Organics,Other organics,Landfill,Energy recovery,133,2017-12-31,C&I core,3
ACT,Organics,Other organics,Energy from waste facility,Energy recovery,0,2017-12-31,MSW,1
ACT,Organics,Other organics,Landfill,Disposal,5560,2017-12-31,MSW,1
ACT,Organics,Other organics,Landfill,Energy recovery,1451,2017-12-31,MSW,1
ACT,Organics,Other organics,Energy from waste facility,Energy recovery,0,2017-12-31,Total,9
ACT,Organics,Other organics,Landfill,Disposal,6071,2017-12-31,Total,9
ACT,Organics,Other organics,Landfill,Energy recovery,1585,2017-12-31,Total,9
ACT,Organics,Timber,Energy from waste facility,Energy recovery,0,2017-12-31,C&D,2
ACT,Organics,Timber,Landfill,Disposal,29970,2017-12-31,C&D,2
ACT,Organics,Timber,Landfill,Energy recovery,1294,2017-12-31,C&D,2
ACT,Organics,Timber,Energy from waste facility,Energy recovery,0,2017-12-31,C&I core,3
ACT,Organics,Timber,Landfill,Disposal,14034,2017-12-31,C&I core,3
ACT,Organics,Timber,Landfill,Energy recovery,606,2017-12-31,C&I core,3
ACT,Organics,Timber,Energy from waste facility,Energy recovery,0,2017-12-31,MSW,1
ACT,Organics,Timber,Landfill,Disposal,4301,2017-12-31,MSW,1
ACT,Organics,Timber,Landfill,Energy recovery,186,2017-12-31,MSW,1
ACT,Organics,Timber,Energy from waste facility,Energy recovery,0,2017-12-31,Total,9
ACT,Organics,Timber,Landfill,Disposal,48304,2017-12-31,Total,9
ACT,Organics,Timber,Landfill,Energy recovery,2086,2017-12-31,Total,9
ACT,Plastics,High density polyethylene (HDPE) (2),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Plastics,High density polyethylene (HDPE) (2),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Plastics,High density polyethylene (HDPE) (2),Landfill,Disposal,0,2017-12-31,MSW,1
ACT,Plastics,High density polyethylene (HDPE) (2),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Plastics,Low density polyethylene (LDPE) (4),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Plastics,Low density polyethylene (LDPE) (4),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Plastics,Low density polyethylene (LDPE) (4),Landfill,Disposal,0,2017-12-31,MSW,1
ACT,Plastics,Low density polyethylene (LDPE) (4),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Plastics,Other plastics (7),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Plastics,Other plastics (7),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Plastics,Other plastics (7),Landfill,Disposal,0,2017-12-31,MSW,1
ACT,Plastics,Other plastics (7),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Plastics,Polyethylene terephthalate (PET) (1),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Plastics,Polyethylene terephthalate (PET) (1),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Plastics,Polyethylene terephthalate (PET) (1),Landfill,Disposal,0,2017-12-31,MSW,1
ACT,Plastics,Polyethylene terephthalate (PET) (1),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Plastics,Polypropylene (PP) (5),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Plastics,Polypropylene (PP) (5),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Plastics,Polypropylene (PP) (5),Landfill,Disposal,0,2017-12-31,MSW,1
ACT,Plastics,Polypropylene (PP) (5),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Plastics,Polystyrene (PS) (6),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Plastics,Polystyrene (PS) (6),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Plastics,Polystyrene (PS) (6),Landfill,Disposal,0,2017-12-31,MSW,1
ACT,Plastics,Polystyrene (PS) (6),Landfill,Disposal,0,2017-12-31,Total,9
ACT,Plastics,Polyvinyl chloride (PVC) (3),Landfill,Disposal,0,2017-12-31,C&D,2
ACT,Plastics,Polyvinyl chloride (PVC) (3),Landfill,Disposal,0,2017-12-31,C&I core,3
ACT,Plastics,Polyvinyl chloride (PVC) (3),Landfill,Disposal,0,2017-12-31,MSW,1
ACT,Plastics,Polyvinyl chloride (PVC) (3),Landfill,Disposal,0,2017-12-31,Total,9
NSW,Ash,Ash,Other disposal,Long-term storage,1230418,2017-12-31,C&I (electricity generation),4
NSW,Ash,Ash,Other disposal,Long-term storage,1230418,2017-12-31,Total,9
NSW,Biosolids,Biosolids,Other disposal,Disposal,18686,2017-12-31,C&I core,3
NSW,Biosolids,Biosolids,Other disposal,Disposal,18686,2017-12-31,Total,9
NSW,Hazardous wastes,Acids (B),Landfill,Disposal,0,2017-12-31,C&D,2
NSW,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2017-12-31,C&D,2
NSW,Hazardous wastes,Acids (B),Treatment,Disposal,0,2017-12-31,C&D,2
NSW,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2017-12-31,C&D,2
NSW,Hazardous wastes,Acids (B),Landfill,Disposal,0,2017-12-31,C&I core,3
NSW,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2017-12-31,C&I core,3
NSW,Hazardous wastes,Acids (B),Treatment,Disposal,2307,2017-12-31,C&I core,3
NSW,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2017-12-31,C&I core,3
NSW,Hazardous wastes,Acids (B),Landfill,Disposal,0,2017-12-31,Total,9
NSW,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2017-12-31,Total,9
NSW,Hazardous wastes,Acids (B),Treatment,Disposal,2307,2017-12-31,Total,9
NSW,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2017-12-31,Total,9
NSW,Hazardous wastes,Alkalis (C),Landfill,Disposal,0,2017-12-31,C&D,2
NSW,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2017-12-31,C&D,2
NSW,Hazardous wastes,Alkalis (C),Treatment,Disposal,0,2017-12-31,C&D,2
NSW,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2017-12-31,C&D,2
