y,Jurisdiction_encoded,Sub-stream,Category_encoded,Type_encoded,Management_encoded,Fate_encoded,ds_encoded
0,0,2,4,53,5,3,14
0,0,3,4,53,1,1,14
0,0,3,4,53,2,0,14
0,0,3,4,53,3,0,14
0,0,3,4,53,4,3,14
0,0,3,4,53,5,0,14
0,0,3,4,53,5,1,14
0,0,3,4,53,5,3,14
0,0,2,4,55,1,1,14
0,0,2,4,55,2,0,14
0,0,2,4,55,3,0,14
0,0,2,4,55,4,3,14
0,0,2,4,55,5,0,14
0,0,2,4,55,5,1,14
0,0,2,4,55,5,3,14
0,0,3,4,55,1,1,14
0,0,3,4,55,2,0,14
0,0,3,4,55,3,0,14
0,0,3,4,55,4,3,14
0,0,3,4,55,5,0,14
0,0,3,4,55,5,1,14
0,0,3,4,55,5,3,14
0,0,2,4,66,1,1,14
0,0,2,4,66,2,0,14
0,0,2,4,66,3,0,14
0,0,2,4,66,4,3,14
0,0,2,4,66,5,0,14
0,0,2,4,66,5,1,14
0,0,2,4,66,5,3,14
0,0,3,4,66,1,1,14
0,0,3,4,66,2,0,14
0,0,3,4,66,3,0,14
0,0,3,4,66,4,3,14
0,0,3,4,66,5,0,14
0,0,3,4,66,5,1,14
0,0,3,4,66,5,3,14
0,0,2,4,75,1,1,14
0,0,2,4,75,2,0,14
0,0,2,4,75,3,0,14
0,0,2,4,75,4,3,14
0,0,2,4,75,5,0,14
0,0,2,4,75,5,1,14
0,0,2,4,75,5,3,14
1747,0,3,4,75,1,1,14
1138,0,3,4,75,2,0,14
104,0,3,4,75,3,0,14
1028,0,3,4,75,4,3,14
0,0,3,4,75,5,0,14
0,0,3,4,75,5,1,14
0,0,3,4,75,5,3,14
142,0,2,5,2,4,3,14
2079,0,3,5,2,4,3,14
1354,0,1,5,2,4,3,14
1403,0,2,5,28,4,3,14
4756,0,3,5,28,4,3,14
0,0,1,5,28,4,3,14
104,0,2,5,36,4,3,14
1824,0,3,5,36,4,3,14
609,0,1,5,36,4,3,14
0,0,2,10,20,1,1,14
0,0,2,10,20,2,0,14
0,0,2,10,20,2,1,14
0,0,2,10,20,4,3,14
0,0,3,10,20,1,1,14
3051,0,3,10,20,2,0,14
2957,0,3,10,20,2,1,14
403,0,3,10,20,4,3,14
0,0,1,10,20,1,1,14
4045,0,1,10,20,2,0,14
3965,0,1,10,20,2,1,14
0,0,1,10,20,4,3,14
0,0,2,10,22,1,1,14
182,0,2,10,22,2,0,14
68,0,2,10,22,2,1,14
0,0,2,10,22,4,3,14
0,0,3,10,22,1,1,14
1329,0,3,10,22,2,0,14
626,0,3,10,22,2,1,14
0,0,3,10,22,4,3,14
0,0,1,10,22,1,1,14
2921,0,1,10,22,2,0,14
1820,0,1,10,22,2,1,14
5788,0,1,10,22,4,3,14
0,0,2,10,49,1,1,14
0,0,2,10,49,2,0,14
0,0,2,10,49,2,1,14
0,0,2,10,49,4,3,14
0,0,3,10,49,1,1,14
461,0,3,10,49,2,0,14
193,0,3,10,49,2,1,14
0,0,3,10,49,4,3,14
0,0,1,10,49,1,1,14
2457,0,1,10,49,2,0,14
1535,0,1,10,49,2,1,14
0,0,1,10,49,4,3,14
0,0,2,10,74,1,1,14
3784,0,2,10,74,2,0,14
874,0,2,10,74,2,1,14
43,0,2,10,74,4,3,14
0,0,3,10,74,1,1,14
3655,0,3,10,74,2,0,14
789,0,3,10,74,2,1,14
1388,0,3,10,74,4,3,14
0,0,1,10,74,1,1,14
2270,0,1,10,74,2,0,14
281,0,1,10,74,2,1,14
0,0,1,10,74,4,3,14
0,0,2,12,13,4,3,14
0,0,3,12,13,4,3,14
0,0,1,12,13,4,3,14
0,0,2,12,25,4,3,14
10,0,3,12,25,4,3,14
1339,0,1,12,25,4,3,14
0,0,2,12,32,4,3,14
428,0,3,12,32,4,3,14
0,0,1,12,32,4,3,14
0,0,2,12,50,4,3,14
175,0,3,12,50,4,3,14
0,0,1,12,50,4,3,14
0,0,2,12,56,4,3,14
86,0,3,12,56,4,3,14
1271,0,1,12,56,4,3,14
0,0,2,12,58,4,3,14
0,0,3,12,58,4,3,14
361,0,1,12,58,4,3,14
41,0,2,12,59,4,3,14
81,0,3,12,59,4,3,14
163,0,1,12,59,4,3,14
0,0,2,12,60,4,3,14
0,0,3,12,60,4,3,14
0,0,1,12,60,4,3,14
0,0,2,13,73,4,3,14
0,0,3,13,73,4,3,14
0,0,1,13,73,4,3,14
6569,1,7,6,10,3,0,14
6619,1,7,6,67,3,2,14
5,1,8,7,6,2,0,14
0,1,8,7,6,3,0,14
0,1,8,7,6,4,3,14
0,1,8,7,6,6,4,14
1436,1,8,7,15,2,0,14
6617,1,8,7,15,3,0,14
48,1,8,7,15,4,3,14
234,1,8,7,15,6,4,14
20,1,8,7,17,2,0,14
6624,1,8,7,17,3,0,14
0,1,8,7,17,4,3,14
0,1,8,7,17,6,4,14
147,1,8,7,24,2,0,14
6629,1,8,7,24,3,0,14
3,1,8,7,24,4,3,14
1,1,8,7,24,6,4,14
535,1,8,7,29,2,0,14
6627,1,8,7,29,3,0,14
0,1,8,7,29,4,3,14
3,1,8,7,29,6,4,14
5,1,8,7,33,2,0,14
6603,1,8,7,33,3,0,14
0,1,8,7,33,4,3,14
2423,1,8,7,33,6,4,14
61,1,8,7,35,2,0,14
6620,1,8,7,35,3,0,14
0,1,8,7,35,4,3,14
849,1,8,7,35,6,4,14
24,1,8,7,38,2,0,14
6573,1,8,7,38,3,0,14
1882,1,8,7,38,4,3,14
86,1,8,7,38,6,4,14
0,1,8,7,43,2,0,14
0,1,8,7,43,3,0,14
0,1,8,7,43,4,3,14
0,1,8,7,43,6,4,14
26,1,8,7,46,2,0,14
6615,1,8,7,46,3,0,14
0,1,8,7,46,4,3,14
1,1,8,7,46,6,4,14
2,1,8,7,48,2,0,14
6611,1,8,7,48,3,0,14
0,1,8,7,48,4,3,14
1631,1,8,7,48,6,4,14
10,1,8,7,69,2,0,14
6625,1,8,7,69,3,0,14
602,1,8,7,69,4,3,14
4,1,8,7,69,6,4,14
6547,1,5,8,61,4,3,14
6024,1,5,8,61,6,4,14
6585,1,5,8,61,7,5,14
6153,1,5,8,62,4,3,14
5507,1,5,8,62,6,4,14
6463,1,5,8,62,7,5,14
550,1,5,8,63,4,3,14
1529,1,5,8,63,6,4,14
6094,1,5,8,63,7,5,14
5464,1,5,8,64,4,3,14
5398,1,5,8,64,6,4,14
6567,1,5,8,64,7,5,14
0,1,5,8,65,4,3,14
2073,1,5,8,65,6,4,14
6007,1,5,8,65,7,5,14
0,1,6,9,9,0,3,14
1646,1,6,9,9,1,1,14
1795,1,6,9,9,2,0,14
2634,1,6,9,9,3,0,14
6418,1,6,9,9,4,3,14
6427,1,6,9,9,6,4,14
6550,1,6,9,9,7,5,14
5618,1,6,9,18,6,4,14
0,1,6,9,19,0,3,14
0,1,6,9,19,1,1,14
2851,1,6,9,19,2,0,14
0,1,6,9,19,3,0,14
0,1,6,9,19,4,3,14
0,1,6,9,19,6,4,14
2851,1,6,9,19,7,5,14
3762,1,6,9,26,0,3,14
4295,1,6,9,26,1,1,14
4338,1,6,9,26,2,0,14
4285,1,6,9,26,3,0,14
6447,1,6,9,26,4,3,14
4130,1,6,9,26,6,4,14
6469,1,6,9,26,7,5,14
0,1,6,9,31,0,3,14
0,1,6,9,31,1,1,14
4717,1,6,9,31,2,0,14
6258,1,6,9,31,3,0,14
6572,1,6,9,31,4,3,14
0,1,6,9,31,6,4,14
6591,1,6,9,31,7,5,14
6614,1,6,9,71,6,4,14
6561,1,6,9,72,6,4,14
6532,2,4,0,4,3,2,14
6557,2,4,0,4,4,3,14
6570,2,4,0,4,7,5,14
0,2,3,1,7,3,0,14
6267,2,3,1,7,4,3,14
6389,2,2,2,5,4,3,14
0,2,3,2,5,4,3,14
0,2,1,2,5,4,3,14
6559,2,2,2,8,4,3,14
657,2,3,2,8,4,3,14
167,2,1,2,8,4,3,14
0,2,2,2,12,4,3,14
0,2,3,2,12,4,3,14
0,2,1,2,12,4,3,14
4234,2,2,2,54,4,3,14
1,2,3,2,54,4,3,14
0,2,1,2,54,4,3,14
6593,2,2,2,68,4,3,14
0,2,3,2,68,4,3,14
0,2,1,2,68,4,3,14
6214,2,2,2,70,2,0,14
0,2,2,2,70,4,3,14
4650,2,3,2,70,2,0,14
0,2,3,2,70,4,3,14
4697,2,1,2,70,2,0,14
0,2,1,2,70,4,3,14
993,2,2,3,23,4,3,14
5312,2,3,3,23,4,3,14
6093,2,1,3,23,4,3,14
0,2,2,3,44,4,3,14
0,2,3,3,44,4,3,14
0,2,1,3,44,4,3,14
0,2,2,4,0,1,1,14
0,2,2,4,0,2,0,14
0,2,2,4,0,3,0,14
0,2,2,4,0,4,3,14
0,2,2,4,0,5,0,14
0,2,2,4,0,5,1,14
0,2,2,4,0,5,3,14
0,2,3,4,0,1,1,14
0,2,3,4,0,2,0,14
0,2,3,4,0,3,0,14
0,2,3,4,0,4,3,14
2282,2,3,4,0,5,0,14
0,2,3,4,0,5,1,14
2740,2,3,4,0,5,3,14
0,2,2,4,1,1,1,14
0,2,2,4,1,2,0,14
0,2,2,4,1,3,0,14
0,2,2,4,1,4,3,14
0,2,2,4,1,5,0,14
0,2,2,4,1,5,1,14
0,2,2,4,1,5,3,14
0,2,3,4,1,1,1,14
0,2,3,4,1,2,0,14
0,2,3,4,1,3,0,14
1,2,3,4,1,4,3,14
3358,2,3,4,1,5,0,14
0,2,3,4,1,5,1,14
3358,2,3,4,1,5,3,14
0,2,2,4,3,1,1,14
6347,2,2,4,3,2,0,14
0,2,2,4,3,3,0,14
0,2,2,4,3,4,3,14
0,2,2,4,3,5,0,14
0,2,2,4,3,5,1,14
0,2,2,4,3,5,3,14
0,2,3,4,3,1,1,14
6302,2,3,4,3,2,0,14
0,2,3,4,3,3,0,14
0,2,3,4,3,4,3,14
0,2,3,4,3,5,0,14
0,2,3,4,3,5,1,14
0,2,3,4,3,5,3,14
0,2,2,4,14,1,1,14
0,2,2,4,14,2,0,14
0,2,2,4,14,3,0,14
0,2,2,4,14,4,3,14
0,2,2,4,14,5,0,14
0,2,2,4,14,5,1,14
0,2,2,4,14,5,3,14
0,2,3,4,14,1,1,14
0,2,3,4,14,2,0,14
1775,2,3,4,14,3,0,14
25,2,3,4,14,4,3,14
2718,2,3,4,14,5,0,14
0,2,3,4,14,5,1,14
0,2,3,4,14,5,3,14
0,2,2,4,16,1,1,14
6336,2,2,4,16,2,0,14
0,2,2,4,16,3,0,14
0,2,2,4,16,4,3,14
0,2,2,4,16,5,0,14
0,2,2,4,16,5,1,14
0,2,2,4,16,5,3,14
0,2,3,4,16,1,1,14
5894,2,3,4,16,2,0,14
0,2,3,4,16,3,0,14
0,2,3,4,16,4,3,14
0,2,3,4,16,5,0,14
0,2,3,4,16,5,1,14
0,2,3,4,16,5,3,14
0,2,2,4,21,1,1,14
0,2,2,4,21,2,0,14
0,2,2,4,21,3,0,14
0,2,2,4,21,4,3,14
0,2,2,4,21,5,0,14
0,2,2,4,21,5,1,14
0,2,2,4,21,5,3,14
0,2,3,4,21,1,1,14
0,2,3,4,21,2,0,14
0,2,3,4,21,3,0,14
5708,2,3,4,21,4,3,14
1632,2,3,4,21,5,0,14
0,2,3,4,21,5,1,14
1632,2,3,4,21,5,3,14
0,2,2,4,27,1,1,14
0,2,2,4,27,2,0,14
0,2,2,4,27,3,0,14
0,2,2,4,27,4,3,14
0,2,2,4,27,5,0,14
0,2,2,4,27,5,1,14
0,2,2,4,27,5,3,14
0,2,3,4,27,1,1,14
2300,2,3,4,27,2,0,14
0,2,3,4,27,3,0,14
3967,2,3,4,27,4,3,14
2635,2,3,4,27,5,0,14
0,2,3,4,27,5,1,14
5140,2,3,4,27,5,3,14
0,2,2,4,39,1,1,14
0,2,2,4,39,2,0,14
0,2,2,4,39,3,0,14
0,2,2,4,39,4,3,14
0,2,2,4,39,5,0,14
0,2,2,4,39,5,1,14
0,2,2,4,39,5,3,14
0,2,3,4,39,1,1,14
2,2,3,4,39,2,0,14
0,2,3,4,39,3,0,14
5412,2,3,4,39,4,3,14
0,2,3,4,39,5,0,14
3935,2,3,4,39,5,1,14
5335,2,3,4,39,5,3,14
0,2,2,4,40,1,1,14
0,2,2,4,40,2,0,14
0,2,2,4,40,3,0,14
0,2,2,4,40,4,3,14
0,2,2,4,40,5,0,14
0,2,2,4,40,5,1,14
0,2,2,4,40,5,3,14
0,2,3,4,40,1,1,14
381,2,3,4,40,2,0,14
0,2,3,4,40,3,0,14
560,2,3,4,40,4,3,14
2673,2,3,4,40,5,0,14
362,2,3,4,40,5,1,14
362,2,3,4,40,5,3,14
0,2,2,4,41,1,1,14
0,2,2,4,41,2,0,14
0,2,2,4,41,3,0,14
0,2,2,4,41,4,3,14
0,2,2,4,41,5,0,14
0,2,2,4,41,5,1,14
0,2,2,4,41,5,3,14
0,2,3,4,41,1,1,14
0,2,3,4,41,2,0,14
130,2,3,4,41,3,0,14
723,2,3,4,41,4,3,14
1175,2,3,4,41,5,0,14
169,2,3,4,41,5,1,14
0,2,3,4,41,5,3,14
0,2,2,4,42,1,1,14
0,2,2,4,42,2,0,14
0,2,2,4,42,3,0,14
0,2,2,4,42,4,3,14
0,2,2,4,42,5,0,14
0,2,2,4,42,5,1,14
0,2,2,4,42,5,3,14
0,2,3,4,42,1,1,14
0,2,3,4,42,2,0,14
0,2,3,4,42,3,0,14
1,2,3,4,42,4,3,14
26,2,3,4,42,5,0,14
0,2,3,4,42,5,1,14
0,2,3,4,42,5,3,14
0,2,2,4,45,1,1,14
0,2,2,4,45,2,0,14
0,2,2,4,45,3,0,14
0,2,2,4,45,4,3,14
0,2,2,4,45,5,0,14
0,2,2,4,45,5,1,14
0,2,2,4,45,5,3,14
0,2,3,4,45,1,1,14
0,2,3,4,45,2,0,14
0,2,3,4,45,3,0,14
1184,2,3,4,45,4,3,14
31,2,3,4,45,5,0,14
0,2,3,4,45,5,1,14
31,2,3,4,45,5,3,14
0,2,2,4,47,1,1,14
0,2,2,4,47,2,0,14
0,2,2,4,47,3,0,14
0,2,2,4,47,4,3,14
0,2,2,4,47,5,0,14
0,2,2,4,47,5,1,14
0,2,2,4,47,5,3,14
0,2,3,4,47,1,1,14
0,2,3,4,47,2,0,14
0,2,3,4,47,3,0,14
169,2,3,4,47,4,3,14
2135,2,3,4,47,5,0,14
0,2,3,4,47,5,1,14
0,2,3,4,47,5,3,14
0,2,2,4,51,1,1,14
0,2,2,4,51,2,0,14
0,2,2,4,51,3,0,14
0,2,2,4,51,4,3,14
0,2,2,4,51,5,0,14
0,2,2,4,51,5,1,14
0,2,2,4,51,5,3,14
0,2,3,4,51,1,1,14
4877,2,3,4,51,2,0,14
0,2,3,4,51,3,0,14
2908,2,3,4,51,4,3,14
3041,2,3,4,51,5,0,14
0,2,3,4,51,5,1,14
2060,2,3,4,51,5,3,14
0,2,2,4,52,1,1,14
0,2,2,4,52,2,0,14
0,2,2,4,52,3,0,14
0,2,2,4,52,4,3,14
0,2,2,4,52,5,0,14
0,2,2,4,52,5,1,14
0,2,2,4,52,5,3,14
0,2,3,4,52,1,1,14
0,2,3,4,52,2,0,14
737,2,3,4,52,3,0,14
10,2,3,4,52,4,3,14
2495,2,3,4,52,5,0,14
1374,2,3,4,52,5,1,14
1374,2,3,4,52,5,3,14
0,2,2,4,53,1,1,14
0,2,2,4,53,2,0,14
0,2,2,4,53,3,0,14
0,2,2,4,53,4,3,14
0,2,2,4,53,5,0,14
0,2,2,4,53,5,1,14
0,2,2,4,53,5,3,14
0,2,3,4,53,1,1,14
0,2,3,4,53,2,0,14
0,2,3,4,53,3,0,14
0,2,3,4,53,4,3,14
387,2,3,4,53,5,0,14
0,2,3,4,53,5,1,14
0,2,3,4,53,5,3,14
0,2,2,4,55,1,1,14
0,2,2,4,55,2,0,14
0,2,2,4,55,3,0,14
0,2,2,4,55,4,3,14
0,2,2,4,55,5,0,14
0,2,2,4,55,5,1,14
0,2,2,4,55,5,3,14
0,2,3,4,55,1,1,14
0,2,3,4,55,2,0,14
0,2,3,4,55,3,0,14
0,2,3,4,55,4,3,14
11,2,3,4,55,5,0,14
0,2,3,4,55,5,1,14
0,2,3,4,55,5,3,14
0,2,2,4,66,1,1,14
0,2,2,4,66,2,0,14
0,2,2,4,66,3,0,14
0,2,2,4,66,4,3,14
0,2,2,4,66,5,0,14
0,2,2,4,66,5,1,14
0,2,2,4,66,5,3,14
0,2,3,4,66,1,1,14
0,2,3,4,66,2,0,14
0,2,3,4,66,3,0,14
0,2,3,4,66,4,3,14
118,2,3,4,66,5,0,14
0,2,3,4,66,5,1,14
0,2,3,4,66,5,3,14
0,2,2,4,75,1,1,14
0,2,2,4,75,2,0,14
0,2,2,4,75,3,0,14
0,2,2,4,75,4,3,14
0,2,2,4,75,5,0,14
0,2,2,4,75,5,1,14
0,2,2,4,75,5,3,14
4980,2,3,4,75,1,1,14
4916,2,3,4,75,2,0,14
1685,2,3,4,75,3,0,14
4880,2,3,4,75,4,3,14
0,2,3,4,75,5,0,14
0,2,3,4,75,5,1,14
0,2,3,4,75,5,3,14
4760,2,2,5,2,4,3,14
4755,2,3,5,2,4,3,14
4019,2,1,5,2,4,3,14
6470,2,2,5,28,4,3,14
6269,2,3,5,28,4,3,14
6286,2,1,5,28,4,3,14
4537,2,2,5,36,4,3,14
4392,2,3,5,36,4,3,14
3763,2,1,5,36,4,3,14
0,2,2,10,20,1,1,14
40,2,2,10,20,2,0,14
14,2,2,10,20,2,1,14
0,2,2,10,20,4,3,14
4270,2,3,10,20,0,3,14
0,2,3,10,20,1,1,14
5832,2,3,10,20,2,0,14
5068,2,3,10,20,2,1,14
5308,2,3,10,20,4,3,14
0,2,1,10,20,1,1,14
6431,2,1,10,20,2,0,14
6020,2,1,10,20,2,1,14
6365,2,1,10,20,4,3,14
0,2,2,10,22,1,1,14
4055,2,2,10,22,2,0,14
1931,2,2,10,22,2,1,14
5444,2,2,10,22,4,3,14
0,2,3,10,22,1,1,14
5606,2,3,10,22,2,0,14
3893,2,3,10,22,2,1,14
6133,2,3,10,22,4,3,14
0,2,1,10,22,1,1,14
6274,2,1,10,22,2,0,14
5161,2,1,10,22,2,1,14
6460,2,1,10,22,4,3,14
0,2,2,10,49,1,1,14
0,2,2,10,49,2,0,14
0,2,2,10,49,2,1,14
0,2,2,10,49,4,3,14
0,2,3,10,49,1,1,14
0,2,3,10,49,2,0,14
0,2,3,10,49,2,1,14
5661,2,3,10,49,4,3,14
0,2,1,10,49,1,1,14
5479,2,1,10,49,2,0,14
3781,2,1,10,49,2,1,14
4921,2,1,10,49,4,3,14
0,2,2,10,74,1,1,14
5028,2,2,10,74,2,0,14
1210,2,2,10,74,2,1,14
5616,2,2,10,74,4,3,14
0,2,3,10,74,1,1,14
6202,2,3,10,74,2,0,14
3112,2,3,10,74,2,1,14
5906,2,3,10,74,4,3,14
0,2,1,10,74,1,1,14
4591,2,1,10,74,2,0,14
910,2,1,10,74,2,1,14
3993,2,1,10,74,4,3,14
0,2,2,11,11,4,3,14
0,2,3,11,11,4,3,14
0,2,1,11,11,4,3,14
0,2,2,11,34,4,3,14
0,2,3,11,34,4,3,14
0,2,1,11,34,4,3,14
0,2,2,11,37,4,3,14
0,2,3,11,37,4,3,14
0,2,1,11,37,4,3,14
0,2,2,11,57,4,3,14
0,2,3,11,57,4,3,14
0,2,1,11,57,4,3,14
0,2,2,12,13,4,3,14
0,2,3,12,13,4,3,14
0,2,1,12,13,4,3,14
68,2,2,12,25,4,3,14
2436,2,3,12,25,4,3,14
3881,2,1,12,25,4,3,14
0,2,2,12,32,4,3,14
2866,2,3,12,32,4,3,14
620,2,1,12,32,4,3,14
0,2,2,12,50,4,3,14
3641,2,3,12,50,4,3,14
2671,2,1,12,50,4,3,14
