Jurisdiction,Category,Type,Management,Fate,y,ds,Sub-stream
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,0,2021-12-31,2
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Energy from waste facility,Energy recovery,0,2021-12-31,3
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,28,2021-12-31,3
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,268,2021-12-31,3
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,22498,2021-12-31,3
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,2311,2021-12-31,3
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,770,2021-12-31,3
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,770,2021-12-31,3
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Energy from waste facility,Energy recovery,0,2021-12-31,9
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,28,2021-12-31,9
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,268,2021-12-31,9
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,22498,2021-12-31,9
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,2311,2021-12-31,9
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,770,2021-12-31,9
Vic,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,770,2021-12-31,9
Vic,Hazardous wastes,Pesticides (H),Energy from waste facility,Energy recovery,0,2021-12-31,2
Vic,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,Pesticides (H),Treatment,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2021-12-31,2
Vic,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,Pesticides (H),Energy from waste facility,Energy recovery,0,2021-12-31,3
Vic,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2021-12-31,3
Vic,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2021-12-31,3
Vic,Hazardous wastes,Pesticides (H),Recycling,Recycling,1663,2021-12-31,3
Vic,Hazardous wastes,Pesticides (H),Treatment,Disposal,613,2021-12-31,3
Vic,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2021-12-31,3
Vic,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2021-12-31,3
Vic,Hazardous wastes,Pesticides (H),Energy from waste facility,Energy recovery,0,2021-12-31,9
Vic,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2021-12-31,9
Vic,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2021-12-31,9
Vic,Hazardous wastes,Pesticides (H),Recycling,Recycling,1663,2021-12-31,9
Vic,Hazardous wastes,Pesticides (H),Treatment,Disposal,613,2021-12-31,9
Vic,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2021-12-31,9
Vic,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2021-12-31,9
Vic,Hazardous wastes,Plating and heat treatment (A),Energy from waste facility,Energy recovery,0,2021-12-31,2
Vic,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2021-12-31,2
Vic,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,Plating and heat treatment (A),Energy from waste facility,Energy recovery,0,2021-12-31,3
Vic,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,2,2021-12-31,3
Vic,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2021-12-31,3
Vic,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2021-12-31,3
Vic,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,2,2021-12-31,3
Vic,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2021-12-31,3
Vic,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2021-12-31,3
Vic,Hazardous wastes,Plating and heat treatment (A),Energy from waste facility,Energy recovery,0,2021-12-31,9
Vic,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,2,2021-12-31,9
Vic,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2021-12-31,9
Vic,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2021-12-31,9
Vic,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,2,2021-12-31,9
Vic,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2021-12-31,9
Vic,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2021-12-31,9
Vic,Hazardous wastes,Reactive chemicals (E),Energy from waste facility,Energy recovery,0,2021-12-31,2
Vic,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2021-12-31,2
Vic,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,Reactive chemicals (E),Energy from waste facility,Energy recovery,0,2021-12-31,3
Vic,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2021-12-31,3
Vic,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2021-12-31,3
Vic,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2021-12-31,3
Vic,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,68,2021-12-31,3
Vic,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2021-12-31,3
Vic,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2021-12-31,3
Vic,Hazardous wastes,Reactive chemicals (E),Energy from waste facility,Energy recovery,0,2021-12-31,9
Vic,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2021-12-31,9
Vic,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2021-12-31,9
Vic,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2021-12-31,9
Vic,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,68,2021-12-31,9
Vic,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2021-12-31,9
Vic,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2021-12-31,9
Vic,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,0,2021-12-31,2
Vic,Hazardous wastes,Tyres (T140),Landfill,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Tyres (T140),Recycling,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2021-12-31,2
Vic,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2021-12-31,2
Vic,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2021-12-31,2
Vic,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,49504,2021-12-31,3
Vic,Hazardous wastes,Tyres (T140),Landfill,Disposal,27274,2021-12-31,3
Vic,Hazardous wastes,Tyres (T140),Other disposal,Disposal,1544,2021-12-31,3
Vic,Hazardous wastes,Tyres (T140),Recycling,Recycling,37360,2021-12-31,3
Vic,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2021-12-31,3
Vic,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2021-12-31,3
Vic,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2021-12-31,3
Vic,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,49504,2021-12-31,9
Vic,Hazardous wastes,Tyres (T140),Landfill,Disposal,27274,2021-12-31,9
Vic,Hazardous wastes,Tyres (T140),Other disposal,Disposal,1544,2021-12-31,9
Vic,Hazardous wastes,Tyres (T140),Recycling,Recycling,37360,2021-12-31,9
Vic,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2021-12-31,9
Vic,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2021-12-31,9
Vic,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2021-12-31,9
Vic,Metals,Aluminium,Recycling,Recycling,1448,2021-12-31,2
Vic,Metals,Aluminium,Recycling,Recycling,33911,2021-12-31,3
Vic,Metals,Aluminium,Recycling,Recycling,11468,2021-12-31,1
Vic,Metals,Aluminium,Recycling,Recycling,46828,2021-12-31,9
Vic,Metals,Iron and steel,Recycling,Recycling,145291,2021-12-31,2
Vic,Metals,Iron and steel,Recycling,Recycling,661453,2021-12-31,3
Vic,Metals,Iron and steel,Recycling,Recycling,373691,2021-12-31,1
Vic,Metals,Iron and steel,Recycling,Recycling,1180435,2021-12-31,9
Vic,Metals,Non-ferrous metals (ex. aluminium),Recycling,Recycling,0,2021-12-31,2
Vic,Metals,Non-ferrous metals (ex. aluminium),Recycling,Recycling,0,2021-12-31,3
Vic,Metals,Non-ferrous metals (ex. aluminium),Recycling,Recycling,0,2021-12-31,1
Vic,Metals,Non-ferrous metals (ex. aluminium),Recycling,Recycling,0,2021-12-31,9
Vic,Organics,Food organics,Energy from waste facility,Energy recovery,0,2021-12-31,2
Vic,Organics,Food organics,Landfill,Disposal,2187,2021-12-31,2
Vic,Organics,Food organics,Landfill,Energy recovery,1201,2021-12-31,2
Vic,Organics,Food organics,Recycling,Recycling,105,2021-12-31,2
Vic,Organics,Food organics,Anaerobic digestion,Recycling,31322,2021-12-31,3
Vic,Organics,Food organics,Energy from waste facility,Energy recovery,0,2021-12-31,3
Vic,Organics,Food organics,Landfill,Disposal,210259,2021-12-31,3
Vic,Organics,Food organics,Landfill,Energy recovery,115401,2021-12-31,3
Vic,Organics,Food organics,Recycling,Recycling,24448,2021-12-31,3
Vic,Organics,Food organics,Energy from waste facility,Energy recovery,0,2021-12-31,1
Vic,Organics,Food organics,Landfill,Disposal,399865,2021-12-31,1
Vic,Organics,Food organics,Landfill,Energy recovery,219466,2021-12-31,1
Vic,Organics,Food organics,Recycling,Recycling,17915,2021-12-31,1
Vic,Organics,Food organics,Anaerobic digestion,Recycling,31322,2021-12-31,9
Vic,Organics,Food organics,Energy from waste facility,Energy recovery,0,2021-12-31,9
Vic,Organics,Food organics,Landfill,Disposal,612311,2021-12-31,9
Vic,Organics,Food organics,Landfill,Energy recovery,336068,2021-12-31,9
Vic,Organics,Food organics,Recycling,Recycling,42468,2021-12-31,9
Vic,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2021-12-31,2
Vic,Organics,Garden organics,Landfill,Disposal,19580,2021-12-31,2
Vic,Organics,Garden organics,Landfill,Energy recovery,4842,2021-12-31,2
Vic,Organics,Garden organics,Recycling,Recycling,6603,2021-12-31,2
Vic,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2021-12-31,3
Vic,Organics,Garden organics,Landfill,Disposal,65808,2021-12-31,3
Vic,Organics,Garden organics,Landfill,Energy recovery,16275,2021-12-31,3
Vic,Organics,Garden organics,Recycling,Recycling,81936,2021-12-31,3
Vic,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2021-12-31,1
Vic,Organics,Garden organics,Landfill,Disposal,77695,2021-12-31,1
Vic,Organics,Garden organics,Landfill,Energy recovery,19215,2021-12-31,1
Vic,Organics,Garden organics,Recycling,Recycling,653426,2021-12-31,1
Vic,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2021-12-31,9
Vic,Organics,Garden organics,Landfill,Disposal,163082,2021-12-31,9
Vic,Organics,Garden organics,Landfill,Energy recovery,40332,2021-12-31,9
Vic,Organics,Garden organics,Recycling,Recycling,741965,2021-12-31,9
Vic,Organics,Other organics,Energy from waste facility,Energy recovery,0,2021-12-31,2
Vic,Organics,Other organics,Landfill,Disposal,520,2021-12-31,2
Vic,Organics,Other organics,Landfill,Energy recovery,139,2021-12-31,2
Vic,Organics,Other organics,Recycling,Recycling,0,2021-12-31,2
Vic,Organics,Other organics,Energy from waste facility,Energy recovery,0,2021-12-31,3
Vic,Organics,Other organics,Landfill,Disposal,35525,2021-12-31,3
Vic,Organics,Other organics,Landfill,Energy recovery,9496,2021-12-31,3
Vic,Organics,Other organics,Recycling,Recycling,104263,2021-12-31,3
Vic,Organics,Other organics,Energy from waste facility,Energy recovery,0,2021-12-31,1
Vic,Organics,Other organics,Landfill,Disposal,84735,2021-12-31,1
Vic,Organics,Other organics,Landfill,Energy recovery,22651,2021-12-31,1
Vic,Organics,Other organics,Recycling,Recycling,13585,2021-12-31,1
Vic,Organics,Other organics,Energy from waste facility,Energy recovery,0,2021-12-31,9
Vic,Organics,Other organics,Landfill,Disposal,120779,2021-12-31,9
Vic,Organics,Other organics,Landfill,Energy recovery,32286,2021-12-31,9
Vic,Organics,Other organics,Recycling,Recycling,117847,2021-12-31,9
Vic,Organics,Timber,Energy from waste facility,Energy recovery,2281,2021-12-31,2
Vic,Organics,Timber,Landfill,Disposal,127532,2021-12-31,2
Vic,Organics,Timber,Landfill,Energy recovery,5617,2021-12-31,2
Vic,Organics,Timber,Recycling,Recycling,97950,2021-12-31,2
Vic,Organics,Timber,Energy from waste facility,Energy recovery,0,2021-12-31,3
Vic,Organics,Timber,Landfill,Disposal,302947,2021-12-31,3
Vic,Organics,Timber,Landfill,Energy recovery,13343,2021-12-31,3
Vic,Organics,Timber,Recycling,Recycling,86333,2021-12-31,3
Vic,Organics,Timber,Energy from waste facility,Energy recovery,0,2021-12-31,1
Vic,Organics,Timber,Landfill,Disposal,28473,2021-12-31,1
Vic,Organics,Timber,Landfill,Energy recovery,1254,2021-12-31,1
Vic,Organics,Timber,Recycling,Recycling,19558,2021-12-31,1
Vic,Organics,Timber,Energy from waste facility,Energy recovery,2281,2021-12-31,9
Vic,Organics,Timber,Landfill,Disposal,458952,2021-12-31,9
Vic,Organics,Timber,Landfill,Energy recovery,20214,2021-12-31,9
Vic,Organics,Timber,Recycling,Recycling,203841,2021-12-31,9
Vic,Paper & cardboard,Cardboard,Recycling,Recycling,12211,2021-12-31,2
Vic,Paper & cardboard,Cardboard,Recycling,Recycling,628063,2021-12-31,3
Vic,Paper & cardboard,Cardboard,Recycling,Recycling,12791,2021-12-31,1
Vic,Paper & cardboard,Cardboard,Recycling,Recycling,653065,2021-12-31,9
Vic,Paper & cardboard,Newsprint & magazines,Recycling,Recycling,1930,2021-12-31,2
Vic,Paper & cardboard,Newsprint & magazines,Recycling,Recycling,51495,2021-12-31,3
Vic,Paper & cardboard,Newsprint & magazines,Recycling,Recycling,10266,2021-12-31,1
Vic,Paper & cardboard,Newsprint & magazines,Recycling,Recycling,63691,2021-12-31,9
Vic,Paper & cardboard,Office paper,Recycling,Recycling,0,2021-12-31,2
Vic,Paper & cardboard,Office paper,Recycling,Recycling,144875,2021-12-31,3
Vic,Paper & cardboard,Office paper,Recycling,Recycling,0,2021-12-31,1
Vic,Paper & cardboard,Office paper,Recycling,Recycling,144875,2021-12-31,9
Vic,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,0,2021-12-31,2
Vic,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,0,2021-12-31,3
Vic,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,0,2021-12-31,1
Vic,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,0,2021-12-31,9
Vic,Plastics,Certified compostable plastics,Recycling,Recycling,0,2021-12-31,2
Vic,Plastics,Certified compostable plastics,Recycling,Recycling,0,2021-12-31,3
Vic,Plastics,Certified compostable plastics,Recycling,Recycling,0,2021-12-31,1
Vic,Plastics,Certified compostable plastics,Recycling,Recycling,0,2021-12-31,9
Vic,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,319,2021-12-31,2
Vic,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,8961,2021-12-31,3
Vic,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,19212,2021-12-31,1
Vic,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,28492,2021-12-31,9
Vic,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,0,2021-12-31,2
Vic,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,21951,2021-12-31,3
Vic,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,2148,2021-12-31,1
Vic,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,24099,2021-12-31,9
Vic,Plastics,Other plastics (7),Recycling,Recycling,0,2021-12-31,2
Vic,Plastics,Other plastics (7),Recycling,Recycling,15186,2021-12-31,3
Vic,Plastics,Other plastics (7),Recycling,Recycling,10470,2021-12-31,1
Vic,Plastics,Other plastics (7),Recycling,Recycling,25656,2021-12-31,9
Vic,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,0,2021-12-31,2
Vic,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,10150,2021-12-31,3
Vic,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,19697,2021-12-31,1
Vic,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,29847,2021-12-31,9
Vic,Plastics,Polypropylene (PP) (5),Recycling,Recycling,0,2021-12-31,2
Vic,Plastics,Polypropylene (PP) (5),Recycling,Recycling,12452,2021-12-31,3
Vic,Plastics,Polypropylene (PP) (5),Recycling,Recycling,11628,2021-12-31,1
Vic,Plastics,Polypropylene (PP) (5),Recycling,Recycling,24080,2021-12-31,9
Vic,Plastics,Polystyrene (PS) (6),Recycling,Recycling,1860,2021-12-31,2
Vic,Plastics,Polystyrene (PS) (6),Recycling,Recycling,2752,2021-12-31,3
Vic,Plastics,Polystyrene (PS) (6),Recycling,Recycling,3845,2021-12-31,1
Vic,Plastics,Polystyrene (PS) (6),Recycling,Recycling,8457,2021-12-31,9
Vic,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,566,2021-12-31,2
Vic,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,1993,2021-12-31,3
Vic,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,32,2021-12-31,1
Vic,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,2591,2021-12-31,9
Vic,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),Recycling,Recycling,0,2021-12-31,2
Vic,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),Recycling,Recycling,0,2021-12-31,3
Vic,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),Recycling,Recycling,0,2021-12-31,1
Vic,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),Recycling,Recycling,0,2021-12-31,9
Vic,"Textiles, leather & rubber (excl. tyres)",Textiles,Recycling,Recycling,0,2021-12-31,2
Vic,"Textiles, leather & rubber (excl. tyres)",Textiles,Recycling,Recycling,32676,2021-12-31,3
Vic,"Textiles, leather & rubber (excl. tyres)",Textiles,Recycling,Recycling,0,2021-12-31,1
Vic,"Textiles, leather & rubber (excl. tyres)",Textiles,Recycling,Recycling,32677,2021-12-31,9
WA,Ash,Ash,Other disposal,Long-term storage,228813,2021-12-31,4
WA,Ash,Ash,Recycling,Recycling,786723,2021-12-31,4
WA,Ash,Ash,Waste reuse,Waste reuse,0,2021-12-31,4
WA,Ash,Ash,Other disposal,Long-term storage,228813,2021-12-31,9
WA,Ash,Ash,Recycling,Recycling,786723,2021-12-31,9
WA,Ash,Ash,Waste reuse,Waste reuse,0,2021-12-31,9
WA,Biosolids,Biosolids,Other disposal,Disposal,29511,2021-12-31,3
WA,Biosolids,Biosolids,Recycling,Recycling,132799,2021-12-31,3
WA,Biosolids,Biosolids,Other disposal,Disposal,29511,2021-12-31,9
WA,Biosolids,Biosolids,Recycling,Recycling,132799,2021-12-31,9
WA,Building and demolition materials,Asphalt,Recycling,Recycling,98719,2021-12-31,2
WA,Building and demolition materials,Asphalt,Recycling,Recycling,0,2021-12-31,3
WA,Building and demolition materials,Asphalt,Recycling,Recycling,0,2021-12-31,1
WA,Building and demolition materials,Asphalt,Recycling,Recycling,98719,2021-12-31,9
WA,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,905487,2021-12-31,2
WA,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,0,2021-12-31,3
WA,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,0,2021-12-31,1
WA,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,905487,2021-12-31,9
WA,Building and demolition materials,"Ceramics, tiles and pottery",Recycling,Recycling,0,2021-12-31,2
WA,Building and demolition materials,"Ceramics, tiles and pottery",Recycling,Recycling,0,2021-12-31,3
WA,Building and demolition materials,"Ceramics, tiles and pottery",Recycling,Recycling,0,2021-12-31,1
WA,Building and demolition materials,"Ceramics, tiles and pottery",Recycling,Recycling,0,2021-12-31,9
WA,Building and demolition materials,Plasterboard & cement sheeting,Recycling,Recycling,1689,2021-12-31,2
WA,Building and demolition materials,Plasterboard & cement sheeting,Recycling,Recycling,2470,2021-12-31,3
WA,Building and demolition materials,Plasterboard & cement sheeting,Recycling,Recycling,0,2021-12-31,1
WA,Building and demolition materials,Plasterboard & cement sheeting,Recycling,Recycling,4159,2021-12-31,9
WA,Building and demolition materials,Rubble,Recycling,Recycling,835496,2021-12-31,2
WA,Building and demolition materials,Rubble,Recycling,Recycling,0,2021-12-31,3
WA,Building and demolition materials,Rubble,Recycling,Recycling,0,2021-12-31,1
WA,Building and demolition materials,Rubble,Recycling,Recycling,835496,2021-12-31,9
WA,Building and demolition materials,"Soil, sand and rock not contaminated above any threshold requiring classification as contaminated soils (N120)",Recycling,Recycling,554462,2021-12-31,2
WA,Building and demolition materials,"Soil, sand and rock not contaminated above any threshold requiring classification as contaminated soils (N120)",Recycling,Recycling,32,2021-12-31,3
WA,Building and demolition materials,"Soil, sand and rock not contaminated above any threshold requiring classification as contaminated soils (N120)",Recycling,Recycling,3139,2021-12-31,1
WA,Building and demolition materials,"Soil, sand and rock not contaminated above any threshold requiring classification as contaminated soils (N120)",Recycling,Recycling,557633,2021-12-31,9
WA,Glass,Glass from food and beverage containers,Recycling,Recycling,0,2021-12-31,2
WA,Glass,Glass from food and beverage containers,Recycling,Recycling,744,2021-12-31,3
WA,Glass,Glass from food and beverage containers,Recycling,Recycling,69036,2021-12-31,1
WA,Glass,Glass from food and beverage containers,Recycling,Recycling,69780,2021-12-31,9
WA,Glass,Other glass,Recycling,Recycling,0,2021-12-31,2
WA,Glass,Other glass,Recycling,Recycling,0,2021-12-31,3
WA,Glass,Other glass,Recycling,Recycling,0,2021-12-31,1
WA,Glass,Other glass,Recycling,Recycling,0,2021-12-31,9
WA,Hazardous wastes,Acids (B),Energy from waste facility,Energy recovery,0,2021-12-31,2
WA,Hazardous wastes,Acids (B),Landfill,Disposal,0,2021-12-31,2
WA,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2021-12-31,2
WA,Hazardous wastes,Acids (B),Recycling,Recycling,0,2021-12-31,2
WA,Hazardous wastes,Acids (B),Treatment,Disposal,0,2021-12-31,2
WA,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2021-12-31,2
WA,Hazardous wastes,Acids (B),Treatment,Recycling,0,2021-12-31,2
WA,Hazardous wastes,Acids (B),Energy from waste facility,Energy recovery,0,2021-12-31,3
WA,Hazardous wastes,Acids (B),Landfill,Disposal,110,2021-12-31,3
WA,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2021-12-31,3
WA,Hazardous wastes,Acids (B),Recycling,Recycling,237,2021-12-31,3
WA,Hazardous wastes,Acids (B),Treatment,Disposal,535,2021-12-31,3
WA,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2021-12-31,3
WA,Hazardous wastes,Acids (B),Treatment,Recycling,803,2021-12-31,3
WA,Hazardous wastes,Acids (B),Energy from waste facility,Energy recovery,0,2021-12-31,9
WA,Hazardous wastes,Acids (B),Landfill,Disposal,110,2021-12-31,9
WA,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2021-12-31,9
WA,Hazardous wastes,Acids (B),Recycling,Recycling,237,2021-12-31,9
WA,Hazardous wastes,Acids (B),Treatment,Disposal,535,2021-12-31,9
WA,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2021-12-31,9
WA,Hazardous wastes,Acids (B),Treatment,Recycling,803,2021-12-31,9
WA,Hazardous wastes,Alkalis (C),Energy from waste facility,Energy recovery,0,2021-12-31,2
WA,Hazardous wastes,Alkalis (C),Landfill,Disposal,0,2021-12-31,2
WA,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2021-12-31,2
WA,Hazardous wastes,Alkalis (C),Recycling,Recycling,0,2021-12-31,2
WA,Hazardous wastes,Alkalis (C),Treatment,Disposal,0,2021-12-31,2
WA,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2021-12-31,2
WA,Hazardous wastes,Alkalis (C),Treatment,Recycling,0,2021-12-31,2
WA,Hazardous wastes,Alkalis (C),Energy from waste facility,Energy recovery,0,2021-12-31,3
WA,Hazardous wastes,Alkalis (C),Landfill,Disposal,50,2021-12-31,3
WA,Hazardous wastes,Alkalis (C),Other disposal,Disposal,1,2021-12-31,3
WA,Hazardous wastes,Alkalis (C),Recycling,Recycling,103784,2021-12-31,3
WA,Hazardous wastes,Alkalis (C),Treatment,Disposal,1655,2021-12-31,3
WA,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2021-12-31,3
WA,Hazardous wastes,Alkalis (C),Treatment,Recycling,1655,2021-12-31,3
WA,Hazardous wastes,Alkalis (C),Energy from waste facility,Energy recovery,0,2021-12-31,9
WA,Hazardous wastes,Alkalis (C),Landfill,Disposal,50,2021-12-31,9
WA,Hazardous wastes,Alkalis (C),Other disposal,Disposal,1,2021-12-31,9
WA,Hazardous wastes,Alkalis (C),Recycling,Recycling,103784,2021-12-31,9
WA,Hazardous wastes,Alkalis (C),Treatment,Disposal,1655,2021-12-31,9
WA,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2021-12-31,9
WA,Hazardous wastes,Alkalis (C),Treatment,Recycling,1655,2021-12-31,9
