Jurisdiction,Category,Type,Management,Fate,y,ds,Sub-stream
NT,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Other miscellaneous (other T),Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2021-12-31,3
NT,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2021-12-31,3
NT,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,1,2021-12-31,3
NT,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,1,2021-12-31,3
NT,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2021-12-31,3
NT,Hazardous wastes,Other miscellaneous (other T),Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2021-12-31,9
NT,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2021-12-31,9
NT,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,1,2021-12-31,9
NT,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,1,2021-12-31,9
NT,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2021-12-31,9
NT,Hazardous wastes,Other soil/sludges (other N),Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Other soil/sludges (other N),Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,233,2021-12-31,3
NT,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2021-12-31,3
NT,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,71,2021-12-31,3
NT,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,105,2021-12-31,3
NT,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,45,2021-12-31,3
NT,Hazardous wastes,Other soil/sludges (other N),Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,233,2021-12-31,9
NT,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2021-12-31,9
NT,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,71,2021-12-31,9
NT,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,105,2021-12-31,9
NT,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,45,2021-12-31,9
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,0,2021-12-31,2
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2021-12-31,2
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,0,2021-12-31,2
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,0,2021-12-31,2
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,0,2021-12-31,2
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,200,2021-12-31,3
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,1,2021-12-31,3
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,16,2021-12-31,3
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,10,2021-12-31,3
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,3,2021-12-31,3
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,3,2021-12-31,3
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,200,2021-12-31,9
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,1,2021-12-31,9
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,16,2021-12-31,9
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,10,2021-12-31,9
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,3,2021-12-31,9
NT,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,3,2021-12-31,9
NT,Hazardous wastes,Pesticides (H),Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Pesticides (H),Treatment,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Pesticides (H),Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Pesticides (H),Landfill,Disposal,13,2021-12-31,3
NT,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2021-12-31,3
NT,Hazardous wastes,Pesticides (H),Recycling,Recycling,4,2021-12-31,3
NT,Hazardous wastes,Pesticides (H),Treatment,Disposal,3,2021-12-31,3
NT,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2021-12-31,3
NT,Hazardous wastes,Pesticides (H),Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Pesticides (H),Landfill,Disposal,13,2021-12-31,9
NT,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2021-12-31,9
NT,Hazardous wastes,Pesticides (H),Recycling,Recycling,4,2021-12-31,9
NT,Hazardous wastes,Pesticides (H),Treatment,Disposal,3,2021-12-31,9
NT,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2021-12-31,9
NT,Hazardous wastes,Plating and heat treatment (A),Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Plating and heat treatment (A),Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,171,2021-12-31,3
NT,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2021-12-31,3
NT,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,8,2021-12-31,3
NT,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,876,2021-12-31,3
NT,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2021-12-31,3
NT,Hazardous wastes,Plating and heat treatment (A),Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,171,2021-12-31,9
NT,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2021-12-31,9
NT,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,8,2021-12-31,9
NT,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,876,2021-12-31,9
NT,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2021-12-31,9
NT,Hazardous wastes,Reactive chemicals (E),Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Reactive chemicals (E),Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2021-12-31,3
NT,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2021-12-31,3
NT,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2021-12-31,3
NT,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2021-12-31,3
NT,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2021-12-31,3
NT,Hazardous wastes,Reactive chemicals (E),Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2021-12-31,9
NT,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2021-12-31,9
NT,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2021-12-31,9
NT,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2021-12-31,9
NT,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2021-12-31,9
NT,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Tyres (T140),Landfill,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Tyres (T140),Recycling,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2021-12-31,2
NT,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2021-12-31,2
NT,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2021-12-31,2
NT,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,1069,2021-12-31,3
NT,Hazardous wastes,Tyres (T140),Landfill,Disposal,1817,2021-12-31,3
NT,Hazardous wastes,Tyres (T140),Other disposal,Disposal,107,2021-12-31,3
NT,Hazardous wastes,Tyres (T140),Recycling,Recycling,1924,2021-12-31,3
NT,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2021-12-31,3
NT,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2021-12-31,3
NT,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2021-12-31,3
NT,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,1069,2021-12-31,9
NT,Hazardous wastes,Tyres (T140),Landfill,Disposal,1817,2021-12-31,9
NT,Hazardous wastes,Tyres (T140),Other disposal,Disposal,107,2021-12-31,9
NT,Hazardous wastes,Tyres (T140),Recycling,Recycling,1924,2021-12-31,9
NT,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2021-12-31,9
NT,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2021-12-31,9
NT,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2021-12-31,9
NT,Metals,Aluminium,Recycling,Recycling,0,2021-12-31,2
NT,Metals,Aluminium,Recycling,Recycling,0,2021-12-31,3
NT,Metals,Aluminium,Recycling,Recycling,726,2021-12-31,1
NT,Metals,Aluminium,Recycling,Recycling,726,2021-12-31,9
NT,Metals,Iron and steel,Recycling,Recycling,0,2021-12-31,2
NT,Metals,Iron and steel,Recycling,Recycling,0,2021-12-31,3
NT,Metals,Iron and steel,Recycling,Recycling,3789,2021-12-31,1
NT,Metals,Iron and steel,Recycling,Recycling,3789,2021-12-31,9
NT,Organics,Food organics,Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Organics,Food organics,Landfill,Disposal,0,2021-12-31,2
NT,Organics,Food organics,Landfill,Energy recovery,0,2021-12-31,2
NT,Organics,Food organics,Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Organics,Food organics,Landfill,Disposal,27452,2021-12-31,3
NT,Organics,Food organics,Landfill,Energy recovery,599,2021-12-31,3
NT,Organics,Food organics,Energy from waste facility,Energy recovery,0,2021-12-31,1
NT,Organics,Food organics,Landfill,Disposal,38924,2021-12-31,1
NT,Organics,Food organics,Landfill,Energy recovery,849,2021-12-31,1
NT,Organics,Food organics,Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Organics,Food organics,Landfill,Disposal,66376,2021-12-31,9
NT,Organics,Food organics,Landfill,Energy recovery,1448,2021-12-31,9
NT,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Organics,Garden organics,Landfill,Disposal,1266,2021-12-31,2
NT,Organics,Garden organics,Landfill,Energy recovery,15,2021-12-31,2
NT,Organics,Garden organics,Recycling,Recycling,0,2021-12-31,2
NT,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Organics,Garden organics,Landfill,Disposal,5157,2021-12-31,3
NT,Organics,Garden organics,Landfill,Energy recovery,61,2021-12-31,3
NT,Organics,Garden organics,Recycling,Recycling,0,2021-12-31,3
NT,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2021-12-31,1
NT,Organics,Garden organics,Landfill,Disposal,18529,2021-12-31,1
NT,Organics,Garden organics,Landfill,Energy recovery,221,2021-12-31,1
NT,Organics,Garden organics,Recycling,Recycling,7633,2021-12-31,1
NT,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Organics,Garden organics,Landfill,Disposal,24952,2021-12-31,9
NT,Organics,Garden organics,Landfill,Energy recovery,297,2021-12-31,9
NT,Organics,Garden organics,Recycling,Recycling,7633,2021-12-31,9
NT,Organics,Other organics,Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Organics,Other organics,Landfill,Disposal,0,2021-12-31,2
NT,Organics,Other organics,Landfill,Energy recovery,0,2021-12-31,2
NT,Organics,Other organics,Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Organics,Other organics,Landfill,Disposal,1932,2021-12-31,3
NT,Organics,Other organics,Landfill,Energy recovery,25,2021-12-31,3
NT,Organics,Other organics,Energy from waste facility,Energy recovery,0,2021-12-31,1
NT,Organics,Other organics,Landfill,Disposal,4488,2021-12-31,1
NT,Organics,Other organics,Landfill,Energy recovery,57,2021-12-31,1
NT,Organics,Other organics,Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Organics,Other organics,Landfill,Disposal,6421,2021-12-31,9
NT,Organics,Other organics,Landfill,Energy recovery,82,2021-12-31,9
NT,Organics,Timber,Energy from waste facility,Energy recovery,0,2021-12-31,2
NT,Organics,Timber,Landfill,Disposal,3832,2021-12-31,2
NT,Organics,Timber,Landfill,Energy recovery,10,2021-12-31,2
NT,Organics,Timber,Recycling,Recycling,0,2021-12-31,2
NT,Organics,Timber,Energy from waste facility,Energy recovery,0,2021-12-31,3
NT,Organics,Timber,Landfill,Disposal,16265,2021-12-31,3
NT,Organics,Timber,Landfill,Energy recovery,44,2021-12-31,3
NT,Organics,Timber,Recycling,Recycling,0,2021-12-31,3
NT,Organics,Timber,Energy from waste facility,Energy recovery,0,2021-12-31,1
NT,Organics,Timber,Landfill,Disposal,1133,2021-12-31,1
NT,Organics,Timber,Landfill,Energy recovery,3,2021-12-31,1
NT,Organics,Timber,Recycling,Recycling,0,2021-12-31,1
NT,Organics,Timber,Energy from waste facility,Energy recovery,0,2021-12-31,9
NT,Organics,Timber,Landfill,Disposal,21230,2021-12-31,9
NT,Organics,Timber,Landfill,Energy recovery,57,2021-12-31,9
NT,Organics,Timber,Recycling,Recycling,0,2021-12-31,9
NT,Paper & cardboard,Cardboard,Recycling,Recycling,0,2021-12-31,2
NT,Paper & cardboard,Cardboard,Recycling,Recycling,0,2021-12-31,3
NT,Paper & cardboard,Cardboard,Recycling,Recycling,562,2021-12-31,1
NT,Paper & cardboard,Cardboard,Recycling,Recycling,562,2021-12-31,9
NT,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,0,2021-12-31,2
NT,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,0,2021-12-31,3
NT,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,47,2021-12-31,1
NT,Paper & cardboard,Polymer coated paperboard,Recycling,Recycling,47,2021-12-31,9
NT,Plastics,Certified compostable plastics,Recycling,Recycling,0,2021-12-31,2
NT,Plastics,Certified compostable plastics,Recycling,Recycling,0,2021-12-31,3
NT,Plastics,Certified compostable plastics,Recycling,Recycling,0,2021-12-31,1
NT,Plastics,Certified compostable plastics,Recycling,Recycling,0,2021-12-31,9
NT,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,0,2021-12-31,2
NT,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,18,2021-12-31,3
NT,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,77,2021-12-31,1
NT,Plastics,High density polyethylene (HDPE) (2),Recycling,Recycling,95,2021-12-31,9
NT,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,0,2021-12-31,2
NT,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,4,2021-12-31,3
NT,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,0,2021-12-31,1
NT,Plastics,Low density polyethylene (LDPE) (4),Recycling,Recycling,4,2021-12-31,9
NT,Plastics,Other plastics (7),Recycling,Recycling,0,2021-12-31,2
NT,Plastics,Other plastics (7),Recycling,Recycling,53,2021-12-31,3
NT,Plastics,Other plastics (7),Recycling,Recycling,6,2021-12-31,1
NT,Plastics,Other plastics (7),Recycling,Recycling,59,2021-12-31,9
NT,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,0,2021-12-31,2
NT,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,1,2021-12-31,3
NT,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,510,2021-12-31,1
NT,Plastics,Polyethylene terephthalate (PET) (1),Recycling,Recycling,511,2021-12-31,9
NT,Plastics,Polypropylene (PP) (5),Recycling,Recycling,0,2021-12-31,2
NT,Plastics,Polypropylene (PP) (5),Recycling,Recycling,0,2021-12-31,3
NT,Plastics,Polypropylene (PP) (5),Recycling,Recycling,3,2021-12-31,1
NT,Plastics,Polypropylene (PP) (5),Recycling,Recycling,3,2021-12-31,9
NT,Plastics,Polystyrene (PS) (6),Recycling,Recycling,0,2021-12-31,2
NT,Plastics,Polystyrene (PS) (6),Recycling,Recycling,24,2021-12-31,3
NT,Plastics,Polystyrene (PS) (6),Recycling,Recycling,5,2021-12-31,1
NT,Plastics,Polystyrene (PS) (6),Recycling,Recycling,29,2021-12-31,9
NT,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,0,2021-12-31,2
NT,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,0,2021-12-31,3
NT,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,0,2021-12-31,1
NT,Plastics,Polyvinyl chloride (PVC) (3),Recycling,Recycling,0,2021-12-31,9
Qld,Ash,Ash,Other disposal,Long-term storage,3625032,2021-12-31,4
Qld,Ash,Ash,Recycling,Recycling,5953,2021-12-31,4
Qld,Ash,Ash,Waste reuse,Waste reuse,861000,2021-12-31,4
Qld,Ash,Ash,Other disposal,Long-term storage,3625032,2021-12-31,9
Qld,Ash,Ash,Recycling,Recycling,5953,2021-12-31,9
Qld,Ash,Ash,Waste reuse,Waste reuse,861000,2021-12-31,9
Qld,Biosolids,Biosolids,Other disposal,Disposal,0,2021-12-31,3
Qld,Biosolids,Biosolids,Recycling,Recycling,299143,2021-12-31,3
Qld,Biosolids,Biosolids,Other disposal,Disposal,0,2021-12-31,9
Qld,Biosolids,Biosolids,Recycling,Recycling,299143,2021-12-31,9
Qld,Building and demolition materials,Asphalt,Recycling,Recycling,237588,2021-12-31,2
Qld,Building and demolition materials,Asphalt,Recycling,Recycling,237588,2021-12-31,9
Qld,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,1632442,2021-12-31,2
Qld,Building and demolition materials,"Bricks, concrete and pavers",Recycling,Recycling,1632442,2021-12-31,9
Qld,Building and demolition materials,Plasterboard & cement sheeting,Recycling,Recycling,51369,2021-12-31,2
Qld,Building and demolition materials,Plasterboard & cement sheeting,Recycling,Recycling,51369,2021-12-31,9
Qld,Building and demolition materials,Rubble,Recycling,Recycling,54219,2021-12-31,2
Qld,Building and demolition materials,Rubble,Recycling,Recycling,54219,2021-12-31,9
Qld,Building and demolition materials,"Soil, sand and rock not contaminated above any threshold requiring classification as contaminated soils (N120)",Recycling,Recycling,0,2021-12-31,2
Qld,Building and demolition materials,"Soil, sand and rock not contaminated above any threshold requiring classification as contaminated soils (N120)",Recycling,Recycling,0,2021-12-31,9
Qld,Glass,Glass from food and beverage containers,Recycling,Recycling,0,2021-12-31,2
Qld,Glass,Glass from food and beverage containers,Recycling,Recycling,0,2021-12-31,3
Qld,Glass,Glass from food and beverage containers,Recycling,Recycling,82259,2021-12-31,1
Qld,Glass,Glass from food and beverage containers,Recycling,Recycling,82259,2021-12-31,9
Qld,Glass,Other glass,Recycling,Recycling,10549,2021-12-31,2
Qld,Glass,Other glass,Recycling,Recycling,10101,2021-12-31,3
Qld,Glass,Other glass,Recycling,Recycling,0,2021-12-31,1
Qld,Glass,Other glass,Recycling,Recycling,20650,2021-12-31,9
Qld,Hazardous wastes,Acids (B),Energy from waste facility,Energy recovery,0,2021-12-31,2
Qld,Hazardous wastes,Acids (B),Landfill,Disposal,0,2021-12-31,2
Qld,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2021-12-31,2
Qld,Hazardous wastes,Acids (B),Recycling,Recycling,0,2021-12-31,2
Qld,Hazardous wastes,Acids (B),Treatment,Disposal,0,2021-12-31,2
Qld,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2021-12-31,2
Qld,Hazardous wastes,Acids (B),Treatment,Recycling,0,2021-12-31,2
Qld,Hazardous wastes,Acids (B),Energy from waste facility,Energy recovery,0,2021-12-31,3
Qld,Hazardous wastes,Acids (B),Landfill,Disposal,228,2021-12-31,3
Qld,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2021-12-31,3
Qld,Hazardous wastes,Acids (B),Recycling,Recycling,807,2021-12-31,3
Qld,Hazardous wastes,Acids (B),Treatment,Disposal,4445,2021-12-31,3
Qld,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2021-12-31,3
Qld,Hazardous wastes,Acids (B),Treatment,Recycling,6668,2021-12-31,3
Qld,Hazardous wastes,Acids (B),Energy from waste facility,Energy recovery,0,2021-12-31,9
Qld,Hazardous wastes,Acids (B),Landfill,Disposal,228,2021-12-31,9
Qld,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2021-12-31,9
Qld,Hazardous wastes,Acids (B),Recycling,Recycling,807,2021-12-31,9
Qld,Hazardous wastes,Acids (B),Treatment,Disposal,4445,2021-12-31,9
Qld,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2021-12-31,9
Qld,Hazardous wastes,Acids (B),Treatment,Recycling,6668,2021-12-31,9
Qld,Hazardous wastes,Alkalis (C),Energy from waste facility,Energy recovery,0,2021-12-31,2
Qld,Hazardous wastes,Alkalis (C),Landfill,Disposal,0,2021-12-31,2
Qld,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2021-12-31,2
Qld,Hazardous wastes,Alkalis (C),Recycling,Recycling,0,2021-12-31,2
Qld,Hazardous wastes,Alkalis (C),Treatment,Disposal,0,2021-12-31,2
Qld,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2021-12-31,2
Qld,Hazardous wastes,Alkalis (C),Treatment,Recycling,0,2021-12-31,2
Qld,Hazardous wastes,Alkalis (C),Energy from waste facility,Energy recovery,0,2021-12-31,3
Qld,Hazardous wastes,Alkalis (C),Landfill,Disposal,80163,2021-12-31,3
Qld,Hazardous wastes,Alkalis (C),Other disposal,Disposal,4891,2021-12-31,3
Qld,Hazardous wastes,Alkalis (C),Recycling,Recycling,36241,2021-12-31,3
Qld,Hazardous wastes,Alkalis (C),Treatment,Disposal,825,2021-12-31,3
Qld,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2021-12-31,3
Qld,Hazardous wastes,Alkalis (C),Treatment,Recycling,825,2021-12-31,3
Qld,Hazardous wastes,Alkalis (C),Energy from waste facility,Energy recovery,0,2021-12-31,9
Qld,Hazardous wastes,Alkalis (C),Landfill,Disposal,80163,2021-12-31,9
Qld,Hazardous wastes,Alkalis (C),Other disposal,Disposal,4891,2021-12-31,9
Qld,Hazardous wastes,Alkalis (C),Recycling,Recycling,36241,2021-12-31,9
Qld,Hazardous wastes,Alkalis (C),Treatment,Disposal,825,2021-12-31,9
Qld,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2021-12-31,9
Qld,Hazardous wastes,Alkalis (C),Treatment,Recycling,825,2021-12-31,9
Qld,Hazardous wastes,Asbestos (N220),Energy from waste facility,Energy recovery,0,2021-12-31,2
Qld,Hazardous wastes,Asbestos (N220),Landfill,Disposal,173287,2021-12-31,2
Qld,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2021-12-31,2
Qld,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2021-12-31,2
Qld,Hazardous wastes,Asbestos (N220),Treatment,Disposal,0,2021-12-31,2
Qld,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2021-12-31,2
Qld,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2021-12-31,2
Qld,Hazardous wastes,Asbestos (N220),Energy from waste facility,Energy recovery,0,2021-12-31,3
Qld,Hazardous wastes,Asbestos (N220),Landfill,Disposal,147615,2021-12-31,3
Qld,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2021-12-31,3
Qld,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2021-12-31,3
